,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
cs45,-225.65122985839844,-204.88604736328125,-211.09384155273438,-6.447177886962891,-6.208668231964111,-6.396783351898193,630.9192504882812,497.0388488769531,599.9121704101562,-49.466446371132506,-46.795760240500464,-48.213613980423226,InternVL3-8B-hf,batch2,111
de46,-168.25315856933594,-139.01083374023438,-148.96617126464844,-6.009041786193848,-5.3465704917907715,-5.72946834564209,407.0930480957031,209.8872528076172,307.80560302734375,-43.0202643066635,-37.36631695572612,-40.04232635247303,InternVL3-8B-hf,batch2,111
de47,-239.42312622070312,-222.59280395507812,-210.3907470703125,-6.650642395019531,-6.546847343444824,-6.187963008880615,773.2809448242188,697.0431518554688,486.8533630371094,-51.45884238834014,-49.794392114726065,-47.06477105631651,InternVL3-8B-hf,batch2,111
de48,-173.77792358398438,-160.38912963867188,-167.31100463867188,-5.992341995239258,-5.940338134765625,-6.196703910827637,400.35113525390625,380.0634460449219,491.1275634765625,-43.384287591654655,-42.03160250537788,-43.84555024140802,InternVL3-8B-hf,batch2,111
de49,-174.92218017578125,-130.536865234375,-151.16757202148438,-6.99688720703125,-5.675516128540039,-6.572503089904785,1093.224853515625,291.6388244628906,715.1576538085938,-48.269064087197656,-38.065168307467346,-44.08118014246372,InternVL3-8B-hf,batch2,111
de50,-196.32992553710938,-172.0752716064453,-181.79531860351562,-6.333223342895508,-5.933629989624023,-6.26880407333374,562.9683227539062,377.5224304199219,527.8457641601562,-46.82367552321677,-42.95921436291191,-45.3858592763062,InternVL3-8B-hf,batch2,111
de51,-214.7902374267578,-192.1118927001953,-194.6927947998047,-4.881596565246582,-4.574092864990234,-4.635542869567871,131.8409881591797,96.9400634765625,103.0838623046875,-40.029362563160426,-37.01663739030521,-37.51393256458268,InternVL3-8B-hf,batch2,111
de52,-183.14254760742188,-154.86651611328125,-154.96197509765625,-4.259129047393799,-3.7772319316864014,-3.7795603275299072,70.74833679199219,43.694923400878906,43.79677963256836,-34.69902418018607,-30.35793756901346,-30.37665005742469,InternVL3-8B-hf,batch2,111
de53,-204.7151641845703,-176.09347534179688,-187.36891174316406,-6.203489780426025,-5.680434703826904,-6.044158458709717,494.47161865234375,293.0767822265625,421.64276123046875,-46.75673070011447,-41.99738643308034,-44.686519910801195,InternVL3-8B-hf,batch2,111
de54,-160.49400329589844,-139.9054412841797,-143.55682373046875,-7.642571926116943,-7.3634443283081055,-7.555622577667236,2085.099609375,1577.2598876953125,1911.4598388671875,-49.65936158085116,-46.151584133661935,-47.356091139445866,InternVL3-8B-hf,batch2,111
de55,-166.539306640625,-143.10833740234375,-150.42559814453125,-5.3722357749938965,-4.934770107269287,-5.187089443206787,215.3437957763672,139.0411834716797,178.94696044921875,-39.718766431906914,-35.727514396420304,-37.55429502467868,InternVL3-8B-hf,batch2,111
de56,-156.40985107421875,-126.36491394042969,-145.0264892578125,-5.792957305908203,-5.054596424102783,-5.801059246063232,327.9815368652344,156.7412567138672,330.6496276855469,-40.98879209013303,-34.869883986320914,-40.01946978531803,InternVL3-8B-hf,batch2,111
de57,-237.7296142578125,-209.87161254882812,-217.65940856933594,-5.660229206085205,-5.246790409088135,-5.441485404968262,287.2144470214844,189.9556121826172,230.7847442626953,-45.806382958558146,-41.87016657909557,-43.42386082436571,InternVL3-8B-hf,batch2,111
de58,-180.32363891601562,-157.7037353515625,-164.20114135742188,-6.218056678771973,-5.840878963470459,-6.081523895263672,501.7272644042969,344.0816650390625,437.6956787109375,-45.01844911574896,-41.32786762321802,-43.03057894267947,InternVL3-8B-hf,batch2,111
de59,-200.82492065429688,-164.98843383789062,-172.61782836914062,-5.906615257263184,-5.155888557434082,-5.3943071365356445,367.4603271484375,173.44984436035156,220.14956665039062,-44.92487927636204,-38.49577976371368,-40.275901465420695,InternVL3-8B-hf,batch2,111
de60,-210.63217163085938,-186.879150390625,-187.13023376464844,-6.195064067840576,-5.839973449707031,-5.847819805145264,490.3228759765625,343.7702331542969,346.4781799316406,-47.11877814468771,-43.60341175755356,-43.661995562756736,InternVL3-8B-hf,batch2,111
fr61,-207.66343688964844,-170.8524627685547,-188.711669921875,-4.514422416687012,-3.8830106258392334,-4.2889018058776855,91.3248062133789,48.570220947265625,72.88638305664062,-37.48218474037149,-31.840903287345363,-35.169232762629925,InternVL3-8B-hf,batch2,111
fr62,-203.57672119140625,-187.01824951171875,-190.72640991210938,-4.626743793487549,-4.452815532684326,-4.541105270385742,102.18080139160156,85.86837005615234,93.7944107055664,-37.939556655916455,-36.03518048905194,-36.749678831643145,InternVL3-8B-hf,batch2,111
fr63,-205.54019165039062,-183.17576599121094,-191.84523010253906,-6.228490829467773,-5.908895492553711,-6.188555717468262,506.9897766113281,368.2991638183594,487.1419982910156,-46.94516611569892,-43.68647625686573,-45.754098772376096,InternVL3-8B-hf,batch2,111
fr64,-225.127197265625,-191.2735137939453,-190.999267578125,-5.002826690673828,-4.448221206665039,-4.441843509674072,148.83326721191406,85.47476196289062,84.93136596679688,-41.283162727166015,-36.23955419901725,-36.18759425743955,InternVL3-8B-hf,batch2,111
fr65,-186.28578186035156,-161.65042114257812,-170.47061157226562,-5.821430683135986,-5.388347625732422,-5.682353973388672,337.45452880859375,218.84149169921875,293.6398620605469,-43.464964572324995,-39.431509714633656,-41.58302544935842,InternVL3-8B-hf,batch2,111
fr66,-215.42843627929688,-206.06387329101562,-210.69171142578125,-5.822390079498291,-5.887539386749268,-6.019762992858887,337.7784118652344,360.51708984375,411.4810791015625,-45.41764350075264,-45.172576916927845,-46.187074852752616,InternVL3-8B-hf,batch2,111
fr67,-157.35107421875,-141.31005859375,-150.7287139892578,-4.9172210693359375,-4.710335731506348,-5.024290561676025,136.62242126464844,111.0894546508789,152.06234741210938,-36.71379961495008,-34.469869665852926,-36.76736941315752,InternVL3-8B-hf,batch2,111
fr68,-179.66195678710938,-149.3408203125,-155.7232666015625,-4.855728626251221,-4.266880512237549,-4.4492363929748535,128.47427368164062,71.29886627197266,85.56158447265625,-37.877184855139454,-32.737954424821716,-34.13709121336333,InternVL3-8B-hf,batch2,111
fr69,-263.3288269042969,-225.3306884765625,-233.29464721679688,-7.523680686950684,-6.828202724456787,-7.069534778594971,1851.369140625,923.5294799804688,1175.60107421875,-57.725992905993586,-51.46529501874641,-53.284254916549756,InternVL3-8B-hf,batch2,111
fr70,-210.71286010742188,-202.36007690429688,-205.01918029785156,-6.385238170623779,-6.527744293212891,-6.613521575927734,593.0259399414062,683.8538818359375,745.102294921875,-48.12659821434077,-48.26183555002175,-48.89601800662822,InternVL3-8B-hf,batch2,111
fr71,-211.19503784179688,-174.15582275390625,-197.19906616210938,-6.599844932556152,-5.80519437789917,-6.573302745819092,734.9812622070312,332.01971435546875,715.7297973632812,-49.27689459695845,-42.481961805244374,-48.102917630072106,InternVL3-8B-hf,batch2,111
fr72,-234.3544921875,-209.64962768554688,-219.55274963378906,-6.333905220031738,-5.989989280700684,-6.27293586730957,563.352294921875,399.41033935546875,530.0311889648438,-49.4077242670618,-45.958633024702834,-48.12955959606216,InternVL3-8B-hf,batch2,111
fr73,-192.68772888183594,-168.2906036376953,-188.801025390625,-5.070729732513428,-4.674738883972168,-5.244472980499268,159.29052734375,107.20457458496094,189.51589965820312,-39.86578257191718,-36.17043927514277,-40.57871251491942,InternVL3-8B-hf,batch2,111
fr74,-200.4539794921875,-184.32362365722656,-185.50204467773438,-3.7821505069732666,-3.6141889095306396,-3.6372950077056885,43.91036605834961,37.1212272644043,37.98894119262695,-32.643242244338445,-30.87106260052209,-31.06842801886651,InternVL3-8B-hf,batch2,111
fr75,-187.7689208984375,-166.48526000976562,-181.62559509277344,-6.057061672210693,-5.740870952606201,-6.262951374053955,427.11859130859375,311.33544921875,524.7654418945312,-44.78192003302708,-41.563647735406256,-45.34348718755498,InternVL3-8B-hf,batch2,111
