,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
or46,-400.2234802246094,-325.1653747558594,-378.854248046875,-8.893855094909668,-7.742033004760742,-9.020339012145996,7287.0576171875,2303.14990234375,8269.580078125,-73.39180366488799,-62.65374100501022,-72.99865784786816,Qwen2.5-VL-7B-Instruct,batch4,187
or47,-391.77630615234375,-366.57977294921875,-380.35589599609375,-9.111077308654785,-9.164494514465332,-9.50889778137207,9055.044921875,9551.8916015625,13479.1298828125,-74.22772970016962,-73.13402690104085,-75.88241464048596,Qwen2.5-VL-7B-Instruct,batch4,187
or48,-444.7560119628906,-492.3728942871094,-500.55657958984375,-10.589428901672363,-12.624946594238281,-12.834784507751465,39712.8046875,304049.75,375038.6875,-85.69678738047138,-100.01220343426418,-101.67449721370568,Qwen2.5-VL-7B-Instruct,batch4,187
or49,-360.0551452636719,-325.55419921875,-368.79132080078125,-9.232183456420898,-9.043171882629395,-10.244203567504883,10220.8330078125,8460.5703125,28119.078125,-73.13544034100711,-69.97086075560284,-79.26374845586734,Qwen2.5-VL-7B-Instruct,batch4,187
or50,-325.0432434082031,-280.8475341796875,-337.4277648925781,-7.3873467445373535,-6.849939823150635,-8.229945182800293,1615.414306640625,943.8240966796875,3751.628173828125,-60.576653738880175,-55.05355271763066,-66.14477601580238,Qwen2.5-VL-7B-Instruct,batch4,187
de1,-451.3144836425781,-487.04962158203125,-487.20953369140625,-11.007669448852539,-12.817095756530762,-12.821303367614746,60335.109375,368463.0625,370016.6875,-88.46958827685506,-100.7672591731613,-100.80034390263502,Qwen2.5-VL-7B-Instruct,batch4,187
de2,-438.2330017089844,-354.2161865234375,-393.51080322265625,-9.959840774536133,-8.639418601989746,-9.597824096679688,21159.42578125,5650.0439453125,14732.6904296875,-81.67125248666304,-69.43575116358124,-77.13853644274782,Qwen2.5-VL-7B-Instruct,batch4,187
de3,-427.53118896484375,-375.06573486328125,-413.63287353515625,-10.9623384475708,-10.418492317199707,-11.489802360534668,57661.125,33472.9296875,97714.21875,-86.84136909517164,-80.61229857054484,-88.90147406337432,Qwen2.5-VL-7B-Instruct,batch4,187
de4,-454.6675720214844,-407.4912109375,-485.443359375,-11.366689682006836,-11.013276100158691,-13.120091438293457,86395.3984375,60674.33984375,498865.3125,-90.70787014715192,-85.9092275267467,-102.34346874856058,Qwen2.5-VL-7B-Instruct,batch4,187
de5,-450.9012451171875,-362.22552490234375,-437.50970458984375,-10.247756004333496,-8.834768295288086,-10.670968055725098,28219.1484375,6868.96240234375,43086.6328125,-84.03216848778366,-71.00579354961958,-85.76348607248711,Qwen2.5-VL-7B-Instruct,batch4,187
de6,-582.401611328125,-567.3644409179688,-631.1429443359375,-11.419639587402344,-11.820093154907227,-13.148811340332031,91093.3046875,135956.890625,513400.40625,-97.5423347546075,-99.30301118726902,-110.4658493591056,Qwen2.5-VL-7B-Instruct,batch4,187
de7,-363.874267578125,-292.6651611328125,-300.5003662109375,-9.575638771057129,-8.361862182617188,-8.585724830627441,14409.439453125,4280.65869140625,5354.6728515625,-75.28311490806404,-64.15699797851691,-65.87460329379532,Qwen2.5-VL-7B-Instruct,batch4,187
de8,-382.10186767578125,-353.077392578125,-378.036376953125,-10.327077865600586,-10.384629249572754,-11.118717193603516,30548.712890625,32358.412109375,67421.359375,-80.55652590158155,-78.98401844305954,-84.56738606623252,Qwen2.5-VL-7B-Instruct,batch4,187
de9,-511.85546875,-507.126708984375,-517.065185546875,-11.12729263305664,-11.793643951416016,-12.024771690368652,68002.015625,132408.09375,166836.859375,-92.38728553959177,-96.08254426593933,-97.9655334623964,Qwen2.5-VL-7B-Instruct,batch4,187
de10,-309.1659240722656,-250.4884490966797,-271.275634765625,-7.361093521118164,-6.422780990600586,-6.955785751342773,1573.556396484375,615.7130126953125,1049.20263671875,-59.57092371517744,-50.87993677081328,-55.10228992239863,Qwen2.5-VL-7B-Instruct,batch4,187
de11,-615.8270263671875,-585.7716064453125,-615.8880615234375,-13.68504524230957,-13.946943283081055,-14.66400146484375,877686.875,1140461.25,2336118.75,-112.92854728390152,-112.86805228222427,-118.67097203612057,Qwen2.5-VL-7B-Instruct,batch4,187
de12,-527.653076171875,-505.64886474609375,-528.9888305664062,-12.5631685256958,-12.96535587310791,-13.56381607055664,285834.5625,427348.78125,777482.1875,-101.66961719030284,-102.70885687261733,-107.44973809669364,Qwen2.5-VL-7B-Instruct,batch4,187
de13,-445.2198791503906,-443.3664855957031,-483.8128662109375,-11.415894508361816,-12.315735816955566,-13.43924617767334,90752.7890625,223180.4375,686420.8125,-90.43434690091374,-95.2920733376036,-103.9851513961516,Qwen2.5-VL-7B-Instruct,batch4,187
de14,-407.46502685546875,-385.4300537109375,-450.95709228515625,-10.722764015197754,-11.012287139892578,-12.884488105773926,45377.15234375,60614.36328125,394150.5,-84.30174697965302,-84.49258217506323,-98.85718254318341,Qwen2.5-VL-7B-Instruct,batch4,187
de15,-680.227783203125,-669.0618896484375,-697.6514892578125,-13.604555130004883,-14.235359191894531,-14.843647956848145,809810.1875,1521731.25,2795853.5,-115.58067194755013,-118.90075660534087,-123.98148990848064,Qwen2.5-VL-7B-Instruct,batch4,187
fr16,-420.96417236328125,-366.6857604980469,-383.57574462890625,-11.377409934997559,-10.78487491607666,-11.28164005279541,87326.5625,48284.9375,79351.2890625,-88.74966108094193,-82.02823369263608,-85.80655211838915,Qwen2.5-VL-7B-Instruct,batch4,187
fr17,-429.9635314941406,-323.6083984375,-388.5220642089844,-9.999152183532715,-8.0902099609375,-9.713051795959473,22007.80078125,3262.37255859375,16531.978515625,-81.46285596012302,-64.56107800582157,-77.51159554415437,Qwen2.5-VL-7B-Instruct,batch4,187
fr18,-537.019775390625,-454.6162109375,-543.1064453125,-11.425951957702637,-10.332186698913574,-12.343328475952148,91670.1328125,30705.1796875,229424.328125,-95.4352035198522,-84.72450774636727,-101.21598202160656,Qwen2.5-VL-7B-Instruct,batch4,187
fr19,-448.2994384765625,-367.1337585449219,-463.71343994140625,-11.494857788085938,-10.198160171508789,-12.880928993225098,98209.453125,26853.734375,392750.15625,-91.0598758798453,-78.90749116268296,-99.66521278025344,Qwen2.5-VL-7B-Instruct,batch4,187
fr20,-565.6397705078125,-570.5751342773438,-585.4696044921875,-12.03488826751709,-12.96761703491211,-13.306127548217773,168533.25,428316.21875,600866.1875,-100.52133848901454,-106.33518167835705,-109.11098823064265,Qwen2.5-VL-7B-Instruct,batch4,187
fr21,-506.37451171875,-449.279541015625,-556.9848022460938,-10.334173202514648,-9.766946792602539,-12.108365058898926,30766.23828125,17447.416015625,181382.8125,-87.31278275047706,-81.0926516898864,-100.53289865592146,Qwen2.5-VL-7B-Instruct,batch4,187
fr22,-413.4017333984375,-318.2686767578125,-380.11724853515625,-9.84289836883545,-8.160735130310059,-9.746596336364746,18824.197265625,3500.759033203125,17095.94140625,-79.65536046024303,-64.64765224889788,-77.210512663199,Qwen2.5-VL-7B-Instruct,batch4,187
fr23,-434.02587890625,-399.08544921875,-453.43511962890625,-11.730429649353027,-11.737807273864746,-13.33632755279541,124297.0703125,125217.46875,619289.125,-91.50339193247582,-89.27609964287294,-101.43421415341933,Qwen2.5-VL-7B-Instruct,batch4,187
fr24,-552.9857177734375,-494.52532958984375,-606.009521484375,-11.520536422729492,-10.989452362060547,-13.466878890991211,100764.0,59245.9296875,705653.0,-96.78637390388582,-90.68459920493227,-111.12824213830115,Qwen2.5-VL-7B-Instruct,batch4,187
fr25,-369.8355712890625,-311.84088134765625,-384.2848205566406,-9.482963562011719,-8.662246704101562,-10.674578666687012,13134.052734375,5780.50732421875,43242.48046875,-75.12206870474226,-67.02347854533413,-82.59374240660046,Qwen2.5-VL-7B-Instruct,batch4,187
fr26,-369.33526611328125,-307.36993408203125,-336.26239013671875,-9.719348907470703,-8.781998634338379,-9.607497215270996,16636.41015625,6515.88671875,14875.892578125,-76.41295841959146,-67.38052511350601,-73.71422481838404,Qwen2.5-VL-7B-Instruct,batch4,187
fr27,-573.526611328125,-540.666015625,-572.4422607421875,-12.745036125183105,-12.873000144958496,-13.62957763671875,342845.8125,389648.4375,830329.25,-105.171621693859,-104.17698544506281,-110.29971801823054,Qwen2.5-VL-7B-Instruct,batch4,187
