,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
cs25,-429.81732177734375,-392.7260437011719,-448.1556701660156,-10.74543285369873,-10.614217758178711,-12.112316131591797,46417.546875,40709.5390625,182100.875,-85.75015288078126,-82.79636502191408,-94.48230146391802,Qwen2.5-VL-7B-Instruct,batch1,425
cs26,-383.2732238769531,-327.622314453125,-368.81494140625,-9.827518463134766,-9.10062026977539,-10.24485969543457,18536.896484375,8960.8486328125,28137.533203125,-77.85156348378553,-70.41535756577534,-79.26882519608505,Qwen2.5-VL-7B-Instruct,batch1,425
cs27,-502.1007385253906,-459.37127685546875,-515.5904541015625,-12.874378204345703,-12.760313034057617,-14.3219575881958,390185.75,348123.65625,1659385.0,-101.9881512336337,-98.7319583808528,-110.81505923570556,Qwen2.5-VL-7B-Instruct,batch1,425
cs28,-548.678466796875,-424.67840576171875,-481.3115539550781,-10.9735689163208,-9.035710334777832,-10.240671157836914,58312.3359375,8397.6767578125,28019.923828125,-93.22851468505417,-75.47072182746949,-85.53514826292391,Qwen2.5-VL-7B-Instruct,batch1,425
cs29,-477.11895751953125,-386.119384765625,-420.6551513671875,-11.095789909362793,-9.652984619140625,-10.516379356384277,65893.15625,15568.1845703125,36915.2265625,-90.39713851356554,-77.03225206693102,-83.92226583764888,Qwen2.5-VL-7B-Instruct,batch1,425
cs30,-440.5135192871094,-408.39752197265625,-419.60601806640625,-11.012838363647461,-11.037771224975586,-11.340703010559082,60647.78515625,62178.91796875,84179.1875,-87.884084030677,-86.10030031270963,-88.46332855799444,Qwen2.5-VL-7B-Instruct,batch1,425
de31,-544.3927001953125,-511.0085144042969,-602.30419921875,-12.097616195678711,-12.166869163513184,-14.340576171875,179443.59375,192311.0,1690569.75,-99.82913083187934,-98.46249815768529,-116.0535968271992,Qwen2.5-VL-7B-Instruct,batch1,425
de32,-438.76397705078125,-409.6776123046875,-427.5843200683594,-11.546420097351074,-11.705074310302734,-12.216694831848145,103406.1953125,121185.0859375,202135.765625,-90.77728722529456,-89.80804426034105,-93.73348796313437,Qwen2.5-VL-7B-Instruct,batch1,425
de33,-476.8492431640625,-431.0955810546875,-492.9666748046875,-11.353553771972656,-11.053732872009277,-12.64017105102539,85267.9375,63179.359375,308714.15625,-91.8805976868481,-87.56537870444365,-100.13281384683636,Qwen2.5-VL-7B-Instruct,batch1,425
de34,-498.4071044921875,-496.4811096191406,-511.19769287109375,-11.590863227844238,-12.412028312683105,-12.779942512512207,108105.53125,245739.75,355024.65625,-94.43048814316094,-99.04982627553407,-101.98583932060964,Qwen2.5-VL-7B-Instruct,batch1,425
de35,-450.67388916015625,-390.7177734375,-454.83074951171875,-10.992045402526855,-10.2820463180542,-11.969230651855469,59399.7578125,29203.572265625,157823.203125,-88.34401479723864,-80.83685397732299,-94.1013933387305,Qwen2.5-VL-7B-Instruct,batch1,425
de36,-430.0473327636719,-408.440673828125,-429.06488037109375,-11.317034721374512,-11.669734001159668,-12.258996963500977,82210.203125,116977.171875,210869.984375,-88.97387271663248,-89.53688708183303,-94.0580510371331,Qwen2.5-VL-7B-Instruct,batch1,425
de37,-429.82635498046875,-408.4248046875,-411.13055419921875,-11.616929054260254,-12.012494087219238,-12.09207534790039,110960.4453125,164801.03125,178452.078125,-90.61802840374123,-91.36532948340094,-91.97061029103182,Qwen2.5-VL-7B-Instruct,batch1,425
de38,-417.0115966796875,-384.4495849609375,-427.3526306152344,-11.270584106445312,-11.307340621948242,-12.569194793701172,78478.8203125,81417.1015625,287562.3125,-87.91636035051066,-86.00203169978482,-95.59951661514259,Qwen2.5-VL-7B-Instruct,batch1,425
de39,-427.53472900390625,-381.64849853515625,-388.2585144042969,-11.250913619995117,-10.904242515563965,-11.093100547790527,76950.1875,54406.6953125,65716.1875,-88.45403206171655,-83.6636033282843,-85.11262709699305,Qwen2.5-VL-7B-Instruct,batch1,425
de40,-454.73309326171875,-461.08465576171875,-478.21832275390625,-11.368327140808105,-12.461748123168945,-12.924819946289062,86536.984375,258266.71875,410372.21875,-90.72094187805332,-97.20805145660105,-100.82025230042517,Qwen2.5-VL-7B-Instruct,batch1,425
de41,-550.9503173828125,-534.4661865234375,-544.9002685546875,-12.812798500061035,-13.361655235290527,-13.622507095336914,366883.0625,635174.625,824479.125,-104.38556542266132,-106.62799026916441,-108.7096284070843,Qwen2.5-VL-7B-Instruct,batch1,425
de42,-484.4335021972656,-479.9836120605469,-457.12872314453125,-11.815450668334961,-12.631147384643555,-12.029703140258789,135327.1875,305940.9375,167661.640625,-94.96179280798016,-99.3053497881203,-94.57682847792343,Qwen2.5-VL-7B-Instruct,batch1,425
de43,-494.82513427734375,-485.43310546875,-516.2130126953125,-10.528194427490234,-11.032570838928223,-11.7321138381958,37353.96875,61856.40234375,124506.578125,-87.93668233566675,-90.46769542119223,-96.20398996042914,Qwen2.5-VL-7B-Instruct,batch1,425
de44,-515.028076171875,-478.58782958984375,-522.911376953125,-11.445068359375,-11.394948959350586,-12.450270652770996,93439.3984375,88871.6953125,255319.421875,-94.4443325191669,-92.21559320633573,-100.75597380192461,Qwen2.5-VL-7B-Instruct,batch1,425
de45,-545.0787963867188,-500.1001892089844,-523.6233520507812,-12.112862586975098,-11.907147407531738,-12.467223167419434,182200.421875,148322.96875,259684.609375,-99.95494513179662,-96.36065265184482,-100.89315908311903,Qwen2.5-VL-7B-Instruct,batch1,425
fr46,-432.6492919921875,-386.3635559082031,-409.0295104980469,-10.816232681274414,-10.442258834838867,-11.054851531982422,49823.03515625,34277.9921875,63250.07421875,-86.31514146214529,-81.45499520393749,-86.23353912759639,Qwen2.5-VL-7B-Instruct,batch1,425
fr47,-581.5050659179688,-524.702880859375,-521.1094970703125,-12.641414642333984,-12.202392578125,-12.118825912475586,309098.3125,199265.34375,183290.1875,-104.9586804237549,-99.41260612678578,-98.7317872094218,Qwen2.5-VL-7B-Instruct,batch1,425
fr48,-495.0175476074219,-533.822021484375,-540.6928100585938,-11.00039005279541,-12.71004867553711,-12.873638153076172,59897.5,331057.9375,389897.09375,-90.77486069605253,-102.8582662036661,-104.18214826876144,Qwen2.5-VL-7B-Instruct,batch1,425
fr49,-455.3421630859375,-427.96563720703125,-463.01312255859375,-11.105905532836914,-11.262253761291504,-12.184556007385254,66563.09375,77827.7890625,195742.640625,-89.25912008888385,-88.5431840426648,-95.79427075600015,Qwen2.5-VL-7B-Instruct,batch1,425
fr50,-429.2408142089844,-398.55535888671875,-433.438232421875,-9.755473136901855,-9.72086238861084,-10.571663856506348,17248.373046875,16661.607421875,39013.53125,-79.99542430198514,-78.12740291793219,-84.96536972693208,Qwen2.5-VL-7B-Instruct,batch1,425
fr51,-596.474365234375,-524.3062133789062,-549.9324340820312,-9.941240310668945,-9.198354721069336,-9.647937774658203,20769.48828125,9880.8583984375,15489.8125,-88.67110052477263,-80.94548939249573,-84.9018166744604,Qwen2.5-VL-7B-Instruct,batch1,425
fr52,-611.9395751953125,-492.0397644042969,-600.4486083984375,-10.92749309539795,-9.283769607543945,-11.329218864440918,55686.50390625,10761.923828125,83217.9921875,-95.71184168225454,-80.1269860742409,-97.78099406597224,Qwen2.5-VL-7B-Instruct,batch1,425
fr53,-509.44708251953125,-475.99884033203125,-503.0577392578125,-10.839299201965332,-10.818156242370605,-11.433131217956543,50985.63671875,49918.9609375,92330.625,-90.53518740065223,-88.70947947898269,-93.75230865332706,Qwen2.5-VL-7B-Instruct,batch1,425
fr54,-461.77276611328125,-428.646240234375,-471.39453125,-11.840327262878418,-11.906840324401855,-13.094292640686035,138735.890625,148277.421875,486159.78125,-93.79661707777619,-92.12827375849352,-101.31609786081589,Qwen2.5-VL-7B-Instruct,batch1,425
fr55,-395.099853515625,-328.3687744140625,-345.3289794921875,-9.407139778137207,-8.41971206665039,-8.854589462280273,12174.9970703125,4535.59765625,7006.47119140625,-76.1289049053012,-66.69921323696842,-70.14421904504847,Qwen2.5-VL-7B-Instruct,batch1,425
fr56,-396.942626953125,-342.2939758300781,-371.3750915527344,-9.231224060058594,-8.55734920501709,-9.284377098083496,10211.033203125,5204.86572265625,10768.462890625,-75.20656445337605,-68.28892013059586,-74.09071078167918,Qwen2.5-VL-7B-Instruct,batch1,425
fr57,-489.984619140625,-431.956787109375,-558.403564453125,-9.244993209838867,-8.639135360717773,-11.168070793151855,10352.6025390625,5648.44384765625,70832.328125,-79.7923127249799,-73.39579026206565,-94.88095133880559,Qwen2.5-VL-7B-Instruct,batch1,425
fr58,-460.1591796875,-372.66064453125,-442.90576171875,-10.458163261413574,-9.08928394317627,-10.802578926086426,34827.5234375,8859.83984375,49147.3828125,-85.75752260043241,-73.05135328822568,-86.82125614150797,Qwen2.5-VL-7B-Instruct,batch1,425
fr59,-469.1046142578125,-465.2468566894531,-394.02587890625,-9.198129653930664,-9.692643165588379,-8.20887279510498,9878.634765625,16198.0009765625,3673.3994140625,-78.56702046980904,-81.42987202356996,-68.96441412118403,Qwen2.5-VL-7B-Instruct,batch1,425
fr60,-595.896484375,-504.99755859375,-638.6524047851562,-10.641009330749512,-9.5282564163208,-12.05004596710205,41814.953125,13742.609375,171107.28125,-93.20258450895,-82.2371183637078,-104.00235112390804,Qwen2.5-VL-7B-Instruct,batch1,425
