,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
cs36,-163.39584350585938,-140.6961669921875,-146.0898895263672,-5.270833492279053,-5.210968971252441,-5.410736560821533,194.5780792236328,183.2715606689453,223.79637145996094,-38.96906667299962,-36.870861375508255,-38.28434121726356,llava-1.5-7b-hf,batch2,379
cs37,-198.1580810546875,-180.63363647460938,-181.06204223632812,-5.828178882598877,-6.021121501922607,-6.035401821136475,339.7394104003906,412.0404357910156,417.96673583984375,-44.328302682822084,-44.06209981448717,-44.16660115655369,llava-1.5-7b-hf,batch2,379
cs38,-204.27796936035156,-175.54629516601562,-175.19329833984375,-5.836513519287109,-5.662783622741699,-5.651396751403809,342.5828552246094,287.9490661621094,284.6888122558594,-44.78107751732065,-41.86688678085755,-41.78269885686085,llava-1.5-7b-hf,batch2,379
cs39,-161.56167602539062,-151.48995971679688,-146.38265991210938,-5.048802375793457,-5.410356044769287,-5.227952480316162,155.83572387695312,223.71124267578125,186.41073608398438,-37.69623454114857,-38.734120430415224,-37.42824665449747,llava-1.5-7b-hf,batch2,379
cs40,-204.0264892578125,-175.59365844726562,-176.57052612304688,-6.8008832931518555,-6.753602504730225,-6.791174411773682,898.6406860351562,857.1410522460938,889.9581298828125,-49.768336119063726,-47.19983414542306,-47.46241761618517,llava-1.5-7b-hf,batch2,379
cs41,-212.2120819091797,-190.23252868652344,-201.4200439453125,-4.613306045532227,-4.529345989227295,-4.79571533203125,100.81690979003906,92.69791412353516,120.99089813232422,-38.30319182517208,-36.65451646566758,-38.81015706559323,llava-1.5-7b-hf,batch2,379
cs42,-226.86143493652344,-192.91029357910156,-195.60403442382812,-5.970037937164307,-5.673832416534424,-5.7530598640441895,391.5205383300781,291.148193359375,315.15350341796875,-46.93609028252515,-43.15436362167072,-43.75695806989393,llava-1.5-7b-hf,batch2,379
cs43,-180.0233154296875,-156.58224487304688,-158.7953338623047,-5.143523216247559,-5.051040172576904,-5.122429847717285,171.3182830810547,156.18484497070312,167.74246215820312,-39.46406001795018,-37.34405851056366,-37.871868830124065,llava-1.5-7b-hf,batch2,379
cs44,-232.57984924316406,-215.1502685546875,-213.68678283691406,-5.285905838012695,-5.378756999969482,-5.342169761657715,197.5330352783203,216.752685546875,208.96563720703125,-43.344721909972606,-42.92327806756642,-42.631307228608655,llava-1.5-7b-hf,batch2,379
cs45,-218.94439697265625,-193.4423065185547,-204.3327178955078,-5.091730117797852,-4.96005916595459,-5.239300727844238,162.67105102539062,142.60223388671875,188.53822326660156,-41.48220620451051,-39.29255963681403,-41.504651428933585,llava-1.5-7b-hf,batch2,379
de46,-170.44564819335938,-147.16770935058594,-146.06329345703125,-5.681521892547607,-5.66029691696167,-5.617819309234619,293.3956298828125,287.2339172363281,275.2884216308594,-41.57693611342663,-39.55889713975973,-39.262028520105076,llava-1.5-7b-hf,batch2,379
de47,-241.82882690429688,-211.36392211914062,-219.90171813964844,-6.20073938369751,-6.038969039916992,-6.2829060554504395,493.113525390625,419.4603576660156,535.3421630859375,-49.120969316639325,-46.33443444939221,-48.206059209607986,llava-1.5-7b-hf,batch2,379
de48,-181.68978881835938,-150.08261108398438,-155.31459045410156,-5.505751132965088,-5.175262451171875,-5.35567569732666,246.10325622558594,176.843017578125,211.8070526123047,-41.497758901150306,-37.46866706361152,-38.774849649899984,llava-1.5-7b-hf,batch2,379
de49,-170.14584350585938,-155.11514282226562,-160.90692138671875,-6.301697731018066,-6.744136810302734,-6.99595308303833,545.4972534179688,849.0658569335938,1092.2041015625,-44.588448595559896,-45.23231048918674,-46.921220556543204,llava-1.5-7b-hf,batch2,379
de50,-187.58786010742188,-161.4128875732422,-173.19583129882812,-5.517290115356445,-5.380429744720459,-5.773194789886475,248.95947265625,217.11557006835938,321.56341552734375,-41.963726123133945,-39.373567971082245,-42.24779036220501,llava-1.5-7b-hf,batch2,379
de51,-207.02587890625,-207.41058349609375,-215.48806762695312,-4.50056266784668,-4.713877201080322,-4.897456169128418,90.06779479980469,111.48357391357422,133.9486083984375,-37.36710879597624,-38.65405404672036,-40.15941362332868,llava-1.5-7b-hf,batch2,379
de52,-169.81698608398438,-145.53692626953125,-158.30984497070312,-3.9492321014404297,-3.7317161560058594,-4.059226989746094,51.895503997802734,41.75069808959961,57.92951202392578,-32.1743023852951,-29.561880530284373,-32.15635264362135,llava-1.5-7b-hf,batch2,379
de53,-196.5442352294922,-160.44723510742188,-166.1255340576172,-5.172216892242432,-4.71903657913208,-4.886044979095459,176.3052520751953,112.06024169921875,132.4287872314453,-40.66366754588542,-35.89232174942617,-37.162566966013344,llava-1.5-7b-hf,batch2,379
de54,-161.9781494140625,-131.53793334960938,-139.5838165283203,-7.04252815246582,-6.923048973083496,-7.3465166091918945,1144.27685546875,1015.4112548828125,1550.7850341796875,-47.233595724150476,-43.391335905381816,-46.04548753124773,llava-1.5-7b-hf,batch2,379
de55,-152.56556701660156,-137.37916564941406,-138.6204833984375,-4.359016418457031,-4.431585788726807,-4.471628189086914,78.1801986694336,84.06462097167969,87.49906921386719,-33.444871732558205,-32.764223072058115,-33.06027095850474,llava-1.5-7b-hf,batch2,379
de56,-159.02914428710938,-132.06155395507812,-142.21437072753906,-5.679612636566162,-5.502564907073975,-5.925599098205566,292.83599853515625,245.32034301757812,374.50274658203125,-40.66179724569418,-37.4437214034201,-40.32237329946936,llava-1.5-7b-hf,batch2,379
de57,-234.5076904296875,-196.15965270996094,-205.91778564453125,-4.989525318145752,-4.56185245513916,-4.788785457611084,146.86669921875,95.76071166992188,120.15534210205078,-41.67498142288789,-37.16530441167676,-39.014124880069126,llava-1.5-7b-hf,batch2,379
de58,-189.5517578125,-158.8972930908203,-163.7710723876953,-5.743992805480957,-5.479217052459717,-5.647278308868408,312.3089294433594,239.65899658203125,283.5187683105469,-43.2934244469633,-39.66928433033088,-40.886040971871076,llava-1.5-7b-hf,batch2,379
de59,-187.35386657714844,-173.41891479492188,-176.57272338867188,-5.2042741775512695,-5.419341087341309,-5.517897605895996,182.04869079589844,225.7303466796875,249.1107635498047,-40.267676908338366,-40.46281424409993,-41.198673832664774,llava-1.5-7b-hf,batch2,379
de60,-206.9130859375,-178.88442993164062,-184.0425567626953,-5.305463790893555,-5.110983848571777,-5.258358955383301,201.43441772460938,165.8334197998047,192.16587829589844,-42.02878323339582,-39.21439765870956,-40.34514356434447,llava-1.5-7b-hf,batch2,379
fr61,-196.49398803710938,-196.29747009277344,-195.02745056152344,-3.929879665374756,-4.089530944824219,-4.063072204589844,50.90085220336914,59.711875915527344,58.15269470214844,-33.38720900819366,-34.35698197285091,-34.13469669266007,llava-1.5-7b-hf,batch2,379
fr62,-203.6850128173828,-194.50643920898438,-185.5111846923828,-4.243437767028809,-4.420600891113281,-4.216163635253906,69.64686584472656,83.14623260498047,67.77297973632812,-35.64998728816707,-36.24917440030638,-34.57277463136561,llava-1.5-7b-hf,batch2,379
fr63,-191.40199279785156,-189.4287567138672,-193.43185424804688,-5.468628406524658,-5.740265369415283,-5.861571311950684,237.1347198486328,311.1469421386719,351.27569580078125,-41.95845251100203,-43.26533112389414,-44.17963443951554,llava-1.5-7b-hf,batch2,379
fr64,-224.3441925048828,-213.27352905273438,-215.7525634765625,-4.673837661743164,-4.636381149291992,-4.690273284912109,107.10800170898438,103.1703109741211,108.8829345703125,-39.265862030525525,-38.49477758780201,-38.942230580218016,llava-1.5-7b-hf,batch2,379
fr65,-187.15127563476562,-164.5941925048828,-166.35369873046875,-5.198646545410156,-5.143568515777588,-5.198553085327148,181.02706909179688,171.32606506347656,181.01014709472656,-40.2241343502825,-38.40379375489967,-38.81432898199075,llava-1.5-7b-hf,batch2,379
fr66,-221.30126953125,-203.95370483398438,-199.2597198486328,-5.397591590881348,-5.512262344360352,-5.385397911071777,220.8738250732422,247.71090698242188,218.19691467285156,-43.3809082362185,-42.99848625739588,-42.008878105637365,llava-1.5-7b-hf,batch2,379
fr67,-163.53665161132812,-146.7744903564453,-145.11508178710938,-4.809901714324951,-4.892483234405518,-4.837169647216797,122.71955871582031,133.28414916992188,126.11190795898438,-36.58342952141084,-35.80281264622181,-35.398031856541074,llava-1.5-7b-hf,batch2,379
fr68,-165.61669921875,-136.8277130126953,-145.00535583496094,-4.039431571960449,-3.6980464458465576,-3.9190638065338135,56.79404830932617,40.36836624145508,50.3532829284668,-32.46525809098196,-28.8466666609282,-30.570716061243335,llava-1.5-7b-hf,batch2,379
fr69,-243.8944854736328,-216.04977416992188,-223.10531616210938,-5.081135272979736,-4.910222053527832,-5.070575714111328,160.95668029785156,135.66954040527344,159.2659912109375,-42.68765377737711,-40.264096010815045,-41.57900143607295,llava-1.5-7b-hf,batch2,379
fr70,-196.97964477539062,-175.77780151367188,-186.22972106933594,-5.471656799316406,-5.493056297302246,-5.819678783416748,237.85394287109375,242.99874877929688,336.86383056640625,-42.33653053575221,-41.013199392320516,-43.45188423806085,llava-1.5-7b-hf,batch2,379
fr71,-196.76242065429688,-169.9233856201172,-184.68927001953125,-5.317903518676758,-5.14919376373291,-5.596644878387451,203.9558563232422,172.29254150390625,269.5206298828125,-41.482385658855556,-38.81032464174608,-42.18283728956321,llava-1.5-7b-hf,batch2,379
fr72,-235.189208984375,-213.02093505859375,-222.13485717773438,-5.736321926116943,-5.757322788238525,-6.003644943237305,309.9223937988281,316.4998779296875,404.9019775390625,-46.10331208090634,-44.91008268817838,-46.83152292536276,llava-1.5-7b-hf,batch2,379
fr73,-189.81875610351562,-168.1318359375,-172.02630615234375,-4.414389610290527,-4.311072826385498,-4.41093111038208,82.63139343261719,74.52039337158203,82.34609985351562,-35.963929157561914,-34.151423798224734,-34.942479828958454,llava-1.5-7b-hf,batch2,379
fr74,-192.28643798828125,-197.59808349609375,-198.52232360839844,-3.496116876602173,-3.7282657623291016,-3.745704174041748,32.98711013793945,41.60688781738281,42.338809967041016,-30.475346657022296,-32.17816938790878,-32.32867871655532,llava-1.5-7b-hf,batch2,379
fr75,-184.1072998046875,-165.10855102539062,-178.54132080078125,-5.414920806884766,-5.5036187171936035,-5.951377868652344,224.73475646972656,245.5790252685547,384.282470703125,-41.18511881232312,-40.275053957233034,-43.55171966678644,llava-1.5-7b-hf,batch2,379
