,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
cs1,-237.884033203125,-210.47018432617188,-218.024658203125,-6.79668664932251,-6.789360523223877,-7.033053398132324,894.8773193359375,888.3453369140625,1133.486328125,-52.14807727117347,-50.19605437754598,-51.99775746786886,llava-1.5-7b-hf,batch5,304
cs2,-196.791015625,-173.03173828125,-175.0799560546875,-5.963364124298096,-5.966611862182617,-6.037240028381348,388.9162902832031,390.18145751953125,418.7357177734375,-44.946863406192456,-43.1979997300964,-43.709344710520256,llava-1.5-7b-hf,batch5,304
cs3,-177.41946411132812,-135.9439697265625,-143.69305419921875,-5.376347541809082,-4.687723159790039,-4.954932689666748,216.23106384277344,108.60562133789062,141.87306213378906,-40.52242117702994,-33.938904075568864,-35.873491061074354,llava-1.5-7b-hf,batch5,304
cs4,-164.87158203125,-138.72608947753906,-149.112548828125,-5.495719909667969,-5.33561897277832,-5.735098361968994,243.64686584472656,207.60122680664062,309.54339599609375,-40.2172499309368,-37.2897772783145,-40.08167285723749,llava-1.5-7b-hf,batch5,304
cs5,-185.15028381347656,-155.784912109375,-173.96786499023438,-4.747443199157715,-4.450997352600098,-4.970510482788086,115.28913879394531,85.71238708496094,144.10043334960938,-37.608260051511856,-34.150604918598354,-38.13660607673201,llava-1.5-7b-hf,batch5,304
cs6,-187.21835327148438,-164.0380096435547,-173.78253173828125,-3.9833691120147705,-3.8148374557495117,-4.041454315185547,53.6976432800293,45.369380950927734,56.9090461730957,-33.27106834030309,-31.079391094266033,-32.92563279072899,llava-1.5-7b-hf,batch5,304
cs7,-145.4440460205078,-133.4766082763672,-135.18487548828125,-4.69174337387085,-4.943578243255615,-5.006847381591797,109.0431137084961,140.27127075195312,149.43289184570312,-34.687655481032756,-34.97890259444115,-35.42657138961385,llava-1.5-7b-hf,batch5,304
cs8,-158.94122314453125,-138.51962280273438,-137.30712890625,-5.6764726638793945,-5.771651268005371,-5.72113037109375,291.91790771484375,321.0674743652344,305.2497863769531,-40.639316890353356,-39.274792775017026,-38.93101154343504,llava-1.5-7b-hf,batch5,304
cs9,-174.8837432861328,-159.11349487304688,-167.74444580078125,-4.857882022857666,-4.972296714782715,-5.242013931274414,128.75123596191406,144.35806274414062,189.05044555664062,-37.58749258727985,-37.12501484853121,-39.13882380675152,llava-1.5-7b-hf,batch5,304
cs10,-134.90594482421875,-129.13818359375,-120.76154327392578,-3.8544554710388184,-4.16574764251709,-3.895533561706543,47.20290756225586,64.44084930419922,49.182289123535156,-29.573593234930936,-30.7987913187917,-28.80100576859035,llava-1.5-7b-hf,batch5,304
cs11,-243.01318359375,-205.87649536132812,-210.11032104492188,-6.395083904266357,-6.0551910400390625,-6.179715156555176,598.8935546875,426.3203430175781,482.8544006347656,-50.27777739390377,-46.054925204574126,-47.00203927335063,llava-1.5-7b-hf,batch5,304
cs12,-234.7969970703125,-204.52940368652344,-208.10960388183594,-6.345864772796631,-6.1978607177734375,-6.306351661682129,570.1301879882812,491.696044921875,548.0418701171875,-49.50101524276598,-46.71430319545699,-47.53201719847925,llava-1.5-7b-hf,batch5,304
cs13,-216.18441772460938,-181.94424438476562,-190.0419921875,-5.842822074890137,-5.513462066650391,-5.758848190307617,344.7508850097656,248.00827026367188,316.9830017089844,-45.577023090417725,-41.55587628801313,-43.40539346861891,llava-1.5-7b-hf,batch5,304
cs14,-200.45521545410156,-182.58241271972656,-195.46043395996094,-6.074400424957275,-5.8897552490234375,-6.305175304412842,434.5888671875,361.31683349609375,547.3975219726562,-45.78376283825524,-43.5449645592546,-46.61630626268663,llava-1.5-7b-hf,batch5,304
cs15,-230.06985473632812,-192.0030517578125,-205.6643524169922,-5.228860378265381,-4.800076484680176,-5.141608715057373,186.58006286621094,121.51971435546875,170.99063110351562,-42.87694701782958,-38.30532230233825,-41.030802548762146,llava-1.5-7b-hf,batch5,304
de16,-152.50650024414062,-128.25863647460938,-133.13327026367188,-4.357328414916992,-4.137375354766846,-4.294621467590332,78.04833984375,62.63820266723633,73.30445861816406,-33.431923328359,-30.58902386331413,-31.75159890229069,llava-1.5-7b-hf,batch5,304
de17,-189.64059448242188,-168.899169921875,-168.169677734375,-5.125421524047852,-5.118156909942627,-5.096051216125488,168.2450408935547,167.02723693847656,163.37550354003906,-39.98092852657059,-38.57639484093092,-38.40977958360673,llava-1.5-7b-hf,batch5,304
de18,-188.31544494628906,-169.77227783203125,-170.40798950195312,-5.706528663635254,-5.854216575622559,-5.876137733459473,300.8249816894531,348.70159912109375,356.429931640625,-43.01105187345724,-42.38426363171225,-42.542971350992445,llava-1.5-7b-hf,batch5,304
de19,-167.91604614257812,-151.29998779296875,-151.8682403564453,-5.790208339691162,-6.051999568939209,-6.0747294425964355,327.0811462402344,424.9619140625,434.7319030761719,-41.92084867202632,-41.75061618733574,-41.90742317074174,llava-1.5-7b-hf,batch5,304
de20,-235.61428833007812,-211.7901153564453,-212.93809509277344,-6.367953777313232,-6.417882442474365,-6.452669620513916,582.8639526367188,612.7042846679688,634.3936157226562,-49.673320457961395,-48.37264219342021,-48.63483957188255,llava-1.5-7b-hf,batch5,304
de21,-201.7557830810547,-178.0616455078125,-177.82545471191406,-4.920872688293457,-4.812477111816406,-4.806093692779541,137.12222290039062,123.03601837158203,122.25312805175781,-39.54947538486542,-37.539799649970405,-37.49000478745575,llava-1.5-7b-hf,batch5,304
de22,-182.08865356445312,-163.67813110351562,-162.14968872070312,-5.355548858642578,-5.45593786239624,-5.404989719390869,211.78018188476562,234.1443634033203,222.51394653320312,-40.73354418528606,-39.92613054183611,-39.55329643326938,llava-1.5-7b-hf,batch5,304
de23,-166.96853637695312,-151.79061889648438,-156.6164093017578,-6.184020042419434,-6.599592208862305,-6.809409141540527,484.9375,734.7954711914062,906.3350830078125,-43.75580295068016,-44.26286356283493,-45.67008690670393,llava-1.5-7b-hf,batch5,304
