,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
de41,-207.93580627441406,-198.55792236328125,-197.19036865234375,-6.4979939460754395,-6.618597984313965,-6.573012828826904,663.8086547851562,748.8944091796875,715.5223388671875,-48.516437286719416,-48.434384452852846,-48.10079603992472,InternVL3-1B-hf,batch1,122
de42,-216.216064453125,-204.90188598632812,-204.4613037109375,-7.207202434539795,-7.317924976348877,-7.302189826965332,1349.11279296875,1507.073486328125,1483.5450439453125,-52.741748432708604,-52.39089338363353,-52.27824191190306,InternVL3-1B-hf,batch1,122
de43,-190.715576171875,-180.21795654296875,-185.09405517578125,-5.29765510559082,-5.300528049468994,-5.443943023681641,199.86758422851562,200.442626953125,231.3526153564453,-40.99020395458093,-40.31506605229824,-41.40585768166891,InternVL3-1B-hf,batch1,122
de44,-228.90530395507812,-207.74876403808594,-211.90750122070312,-6.732509136199951,-6.4921488761901855,-6.622109413146973,839.2504272460938,659.93994140625,751.5287475585938,-51.20650919416069,-48.47279582308037,-49.443129481950656,InternVL3-1B-hf,batch1,122
de45,-211.2615966796875,-185.4998321533203,-198.7264862060547,-6.213576316833496,-5.79686975479126,-6.210202693939209,499.484375,329.2672424316406,497.8021240234375,-47.259581607923224,-43.281583555101946,-46.367680862536105,InternVL3-1B-hf,batch1,122
fr46,-194.90773010253906,-178.33245849609375,-189.7063751220703,-6.720956325531006,-6.60490608215332,-7.026162147521973,829.6105346679688,738.7105102539062,1125.7020263671875,-48.659420265880485,-46.73383430785403,-49.714484827183796,InternVL3-1B-hf,batch1,122
fr47,-249.15682983398438,-236.60592651367188,-240.91552734375,-7.118766784667969,-7.169876575469971,-7.30047082901001,1234.9266357421875,1299.6842041015625,1480.9970703125,-54.619258971991194,-54.040547665909834,-55.024856015706916,InternVL3-1B-hf,batch1,122
fr48,-199.9744110107422,-178.61624145507812,-190.6510772705078,-5.881600379943848,-5.581757545471191,-5.957846164703369,358.38232421875,265.5378723144531,386.7761535644531,-44.73461881000364,-41.67547587022359,-44.4834932461473,InternVL3-1B-hf,batch1,122
fr49,-188.88841247558594,-178.53799438476562,-174.23590087890625,-6.296280860900879,-6.376357078552246,-6.222711086273193,542.5503540039062,587.7825317382812,504.0679626464844,-46.07569357919217,-45.64997039297207,-44.54997796924719,InternVL3-1B-hf,batch1,122
fr50,-201.82437133789062,-176.66531372070312,-191.43447875976562,-6.115890026092529,-5.698881149291992,-6.175305366516113,452.9990234375,298.533203125,480.72979736328125,-46.096476618886975,-42.13376693968103,-45.65613669378756,InternVL3-1B-hf,batch1,122
fr51,-207.56170654296875,-197.33749389648438,-215.3345947265625,-4.235953330993652,-4.198669910430908,-4.581586837768555,69.12754821777344,66.59769439697266,97.66925048828125,-35.78930173478053,-35.0693675636239,-38.26767991485243,InternVL3-1B-hf,batch1,122
fr52,-211.02027893066406,-179.50733947753906,-205.30172729492188,-4.689339637756348,-4.174589157104492,-4.774458885192871,108.78132629394531,65.01312255859375,118.44620513916016,-38.69627756946606,-34.01028103203899,-38.89740364926413,InternVL3-1B-hf,batch1,122
fr53,-222.55223083496094,-193.89688110351562,-204.52090454101562,-6.182006359100342,-5.702849388122559,-6.015320777893066,483.9620056152344,299.7201843261719,409.6572265625,-47.8328069242271,-43.37506494342632,-45.75167721248097,InternVL3-1B-hf,batch1,122
fr54,-189.15745544433594,-166.98822021484375,-168.18150329589844,-6.755623817443848,-6.422624111175537,-6.468519687652588,858.8753662109375,615.616455078125,644.5289306640625,-48.36523604065244,-44.886679667575116,-45.20743591818445,InternVL3-1B-hf,batch1,122
fr55,-162.04241943359375,-137.25555419921875,-143.38946533203125,-5.227174758911133,-4.732950210571289,-4.944464206695557,186.2658233642578,113.63031005859375,140.39559936523438,-38.646282006160334,-34.26634588629442,-35.797699001576525,InternVL3-1B-hf,batch1,122
fr56,-170.11700439453125,-143.16505432128906,-160.30801391601562,-5.316156387329102,-4.7721686363220215,-5.343600749969482,203.59982299804688,118.17523956298828,209.26486206054688,-39.692398933061554,-34.922360179233934,-39.104055302693055,InternVL3-1B-hf,batch1,122
fr57,-206.37875366210938,-184.16226196289062,-207.3159942626953,-4.9137797355651855,-4.6040568351745605,-5.1828999519348145,136.153076171875,99.88872528076172,178.19882202148438,-39.76561462176287,-36.74105560214947,-41.360311234423506,InternVL3-1B-hf,batch1,122
fr58,-182.84487915039062,-149.4000701904297,-169.27471923828125,-5.5407538414001465,-4.819356918334961,-5.460474491119385,254.8700714111328,123.88540649414062,235.20901489257812,-41.76158033227984,-35.63114685957664,-40.3711482404589,InternVL3-1B-hf,batch1,122
fr59,-223.07679748535156,-216.63697814941406,-219.8995361328125,-5.576920032501221,-5.700973033905029,-5.786829948425293,264.2564697265625,299.1583251953125,325.9779968261719,-44.5046500439394,-44.820719607100216,-45.495720697980246,InternVL3-1B-hf,batch1,122
fr60,-256.0965576171875,-232.9846649169922,-243.23696899414062,-5.69103479385376,-5.418248176574707,-5.656673908233643,296.1999816894531,225.4837646484375,286.19512939453125,-46.962232863864315,-44.14233954469487,-46.084787936524364,InternVL3-1B-hf,batch1,122
