,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
fr44,-486.2601013183594,-435.3470458984375,-466.11566162109375,-10.57087230682373,-10.124349594116211,-10.839899063110352,38982.6640625,24943.02734375,51016.23046875,-87.7674530599808,-82.48284120620303,-88.31240377863084,Qwen2.5-VL-7B-Instruct,batch5,279
fr45,-535.6494140625,-498.382568359375,-516.4490356445312,-12.753558158874512,-12.779040336608887,-13.24228286743164,345780.03125,354704.5,563703.0625,-103.21037313199537,-101.23290577767663,-104.90261875827771,Qwen2.5-VL-7B-Instruct,batch5,279
or61,-342.798095703125,-318.57147216796875,-373.296630859375,-6.348113059997559,-6.246499538421631,-7.319541931152344,571.4134521484375,516.2027587890625,1509.5123291015625,-55.06527236450272,-53.35528710268098,-62.52081763135379,Qwen2.5-VL-7B-Instruct,batch5,279
or62,-444.9281005859375,-442.22027587890625,-450.69610595703125,-9.466554641723633,-10.050460815429688,-10.243093490600586,12920.2958984375,23166.458984375,28087.880859375,-79.06934861054931,-82.41434046542163,-83.9939377473358,Qwen2.5-VL-7B-Instruct,batch5,279
or63,-386.23052978515625,-308.87005615234375,-401.31512451171875,-8.982105255126953,-7.721751689910889,-10.032877922058105,7959.37060546875,2256.909423828125,22762.685546875,-73.17700156093113,-61.62072395276617,-80.0638586131165,Qwen2.5-VL-7B-Instruct,batch5,279
or64,-406.9068908691406,-346.84808349609375,-422.8288879394531,-7.535312652587891,-6.800942897796631,-8.290762901306152,1873.0299072265625,898.6942749023438,3986.874755859375,-65.36337002323071,-58.091137131674024,-70.8166257254255,Qwen2.5-VL-7B-Instruct,batch5,279
or65,-404.7569274902344,-339.61444091796875,-410.53656005859375,-8.432435989379883,-7.546987533569336,-9.123034477233887,4593.6767578125,1895.025390625,9163.966796875,-70.84261684369234,-62.27749645179277,-75.28298588620923,Qwen2.5-VL-7B-Instruct,batch5,279
or66,-423.4045104980469,-367.48004150390625,-379.2926940917969,-8.820927619934082,-8.166223526000977,-8.428727149963379,6774.5458984375,3520.025634765625,4576.6708984375,-74.1064117002122,-67.38740825921491,-69.55357771785202,Qwen2.5-VL-7B-Instruct,batch5,279
or67,-399.95880126953125,-355.17041015625,-357.3519287109375,-9.522829055786133,-9.10693359375,-9.162870407104492,13668.224609375,9017.6005859375,9536.3916015625,-77.0651400575178,-72.14323884706968,-72.58635519246258,Qwen2.5-VL-7B-Instruct,batch5,279
or68,-313.8372497558594,-223.87344360351562,-281.8317565917969,-6.974161148071289,-5.330320358276367,-6.710279941558838,1068.660400390625,206.50411987304688,820.8004150390625,-57.55055101685702,-43.1365386427316,-54.30410263622737,Qwen2.5-VL-7B-Instruct,batch5,279
or69,-406.80914306640625,-383.5372314453125,-433.5967712402344,-8.655513763427734,-8.716755867004395,-9.854472160339355,5741.71826171875,6104.34375,19043.330078125,-72.29512792902061,-71.47788036330276,-80.8072218278057,Qwen2.5-VL-7B-Instruct,batch5,279
or70,-463.1038818359375,-348.1248779296875,-481.5824890136719,-10.291197776794434,-8.288687705993652,-11.4662504196167,29472.0546875,3978.609619140625,95439.75,-84.9226266112028,-67.07763997191834,-92.79261225727132,Qwen2.5-VL-7B-Instruct,batch5,279
or71,-405.72509765625,-364.97021484375,-461.2004089355469,-9.221025466918945,-8.901712417602539,-11.24878978729248,10107.423828125,7344.5400390625,76786.9375,-75.61291998009806,-71.54382544946913,-90.40749138456331,Qwen2.5-VL-7B-Instruct,batch5,279
or72,-413.5623474121094,-337.2797546386719,-392.809814453125,-8.799198150634766,-7.665449142456055,-8.927495956420898,6628.9267578125,2133.350830078125,7536.37060546875,-73.49525772065543,-62.85711001296779,-73.20596443063982,Qwen2.5-VL-7B-Instruct,batch5,279
or73,-430.6531982421875,-320.4997863769531,-460.9770812988281,-9.162834167480469,-7.284086227416992,-10.476752281188965,9536.0458984375,1456.92919921875,35480.98828125,-76.53251798934761,-59.729912793048946,-85.90995075793658,Qwen2.5-VL-7B-Instruct,batch5,279
or74,-320.8253479003906,-249.37088012695312,-265.4341125488281,-5.437717914581299,-4.453051567077637,-4.739894866943359,229.91690063476562,85.88864135742188,114.42218017578125,-48.28872015484292,-39.003436231849456,-41.51584369949371,Qwen2.5-VL-7B-Instruct,batch5,279
or75,-357.361083984375,-286.53900146484375,-395.58782958984375,-7.941357612609863,-6.822357177734375,-9.418758392333984,2811.17431640625,918.1466674804688,12317.279296875,-65.53182361647981,-55.21110726839178,-76.22292945079192,Qwen2.5-VL-7B-Instruct,batch5,279
