,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
or12,-319.08831787109375,-248.4685516357422,-293.5040283203125,-7.090851783752441,-5.915917873382568,-6.9881911277771,1200.93017578125,370.89459228515625,1083.75927734375,-58.51347643024844,-47.87559036310116,-56.55314741957063,Qwen2.5-VL-3B-Instruct,batch1,347
or13,-303.4369812011719,-239.7766876220703,-329.5879211425781,-6.596456050872803,-5.576201915740967,-7.664835453033447,732.4946899414062,264.0667419433594,2132.0419921875,-54.76881802975639,-45.42918721147008,-62.44523402469104,Qwen2.5-VL-3B-Instruct,batch1,347
or14,-237.43942260742188,-184.98252868652344,-262.54205322265625,-5.521847248077393,-4.624563217163086,-6.563551425933838,250.0966033935547,101.9582290649414,708.784423828125,-44.986358298591604,-36.904701861596806,-52.3781152150478,Qwen2.5-VL-3B-Instruct,batch1,347
or15,-354.0762023925781,-360.9149169921875,-456.3536376953125,-7.081523895263672,-7.679040431976318,-9.709651947021484,1189.7801513671875,2162.543701171875,16475.8671875,-60.16273725319211,-64.13914372416849,-81.09981100565138,Qwen2.5-VL-3B-Instruct,batch1,347
cs16,-327.9576416015625,-325.42626953125,-349.9815673828125,-7.998966693878174,-8.563849449157715,-9.210041046142578,2977.87939453125,5238.80908203125,9997.0078125,-64.28838110969357,-67.32848521079792,-72.40880958235853,Qwen2.5-VL-3B-Instruct,batch1,347
cs17,-347.58184814453125,-311.073974609375,-327.6637268066406,-7.899587631225586,-7.587169647216797,-7.991797924041748,2696.17041015625,1972.72216796875,2956.60791015625,-64.77705870824425,-60.978735349276775,-64.23076602788777,Qwen2.5-VL-3B-Instruct,batch1,347
cs18,-376.05389404296875,-372.05218505859375,-389.3316650390625,-8.745439529418945,-9.301304817199707,-9.733291625976562,6281.97412109375,10952.30078125,16869.990234375,-71.2488896377092,-74.22579345215401,-77.67311391820346,Qwen2.5-VL-3B-Instruct,batch1,347
cs19,-323.9803771972656,-317.369384765625,-350.07275390625,-8.999455451965332,-9.617254257202148,-10.60826587677002,8098.6728515625,15021.748046875,40467.9609375,-69.63260162153654,-72.48683757774008,-79.95625309458964,Qwen2.5-VL-3B-Instruct,batch1,347
cs20,-420.25457763671875,-398.8048400878906,-392.76373291015625,-8.755304336547852,-8.862330436706543,-8.728083610534668,6344.25146484375,7060.91845703125,6173.88525390625,-73.55509442403338,-73.13165761267047,-72.02385716163744,Qwen2.5-VL-3B-Instruct,batch1,347
cs21,-415.74755859375,-364.772705078125,-442.837646484375,-9.03799057006836,-8.483086585998535,-10.29854965209961,8416.84765625,4832.34228515625,29689.52734375,-75.04030093102125,-69.1115040122157,-83.90204463135528,Qwen2.5-VL-3B-Instruct,batch1,347
cs22,-301.44793701171875,-288.4679870605469,-347.5634765625,-7.352388381958008,-7.5912628173828125,-9.146407127380371,1559.917724609375,1980.813232421875,9380.6767578125,-59.09177711091318,-59.682067549650014,-71.90852301278231,Qwen2.5-VL-3B-Instruct,batch1,347
cs23,-369.2556457519531,-338.3569641113281,-374.333740234375,-9.97988224029541,-9.951675415039062,-11.00981616973877,21587.771484375,20987.35546875,60464.76953125,-77.8482245382854,-75.69103334134715,-83.7390998801749,Qwen2.5-VL-3B-Instruct,batch1,347
cs24,-382.91143798828125,-353.673828125,-397.7396240234375,-8.509142875671387,-8.420805931091309,-9.469991683959961,4959.90966796875,4540.5615234375,12964.779296875,-70.2171723210853,-68.14682665468813,-76.63754300317164,Qwen2.5-VL-3B-Instruct,batch1,347
cs25,-326.9145202636719,-285.76910400390625,-323.96075439453125,-8.172863006591797,-7.723489284515381,-8.755696296691895,3543.474365234375,2260.83447265625,6346.73828125,-65.22066159557644,-60.247196300269586,-68.2989409636248,Qwen2.5-VL-3B-Instruct,batch1,347
cs26,-285.43896484375,-292.8687744140625,-286.0736389160156,-7.318947792053223,-8.13524341583252,-7.9464898109436035,1508.6158447265625,3412.646728515625,2825.63916015625,-57.97918640779713,-62.94583293155751,-61.48536496373439,Qwen2.5-VL-3B-Instruct,batch1,347
cs27,-389.0761413574219,-352.5180358886719,-403.0703125,-9.976311683654785,-9.792167663574219,-11.19639778137207,21510.826171875,17893.05078125,72867.484375,-79.03026883150612,-75.76615648699104,-86.63127914901885,Qwen2.5-VL-3B-Instruct,batch1,347
cs28,-452.681640625,-323.77069091796875,-382.83746337890625,-9.053632736206055,-6.888737678527832,-8.145477294921875,8549.5400390625,981.162109375,3447.750732421875,-76.91724668372314,-57.53814514380531,-68.03505737943019,Qwen2.5-VL-3B-Instruct,batch1,347
cs29,-379.9192199707031,-336.6375427246094,-337.25701904296875,-8.835330963134766,-8.415938377380371,-8.431426048278809,6872.828125,4518.513671875,4589.03955078125,-71.98123195566284,-67.16044070694637,-67.2840285344115,Qwen2.5-VL-3B-Instruct,batch1,347
cs30,-346.92303466796875,-355.4414978027344,-291.7037048339844,-8.673075675964355,-9.606527328491211,-7.883883953094482,5843.44482421875,14861.470703125,2654.1611328125,-69.21243457017648,-74.93586042489206,-61.498356961670446,Qwen2.5-VL-3B-Instruct,batch1,347
de31,-424.20880126953125,-391.60516357421875,-430.90478515625,-9.426862716674805,-9.323932647705078,-10.259637832641602,12417.5087890625,11202.953125,28556.443359375,-77.79016123246573,-75.45553862623143,-83.02789565853911,Qwen2.5-VL-3B-Instruct,batch1,347
de32,-335.6056213378906,-313.7584228515625,-328.00982666015625,-8.831727027893066,-8.964526176452637,-9.371709823608398,6848.10400390625,7820.67529296875,11751.1904296875,-69.43452397206977,-68.78098651275877,-71.90512770469262,Qwen2.5-VL-3B-Instruct,batch1,347
de33,-375.1981506347656,-274.5353088378906,-360.2142333984375,-8.933289527893066,-7.039367198944092,-9.236262321472168,7580.16015625,1140.6656494140625,10262.609375,-72.294191142213,-55.76440432842588,-73.16775478212027,Qwen2.5-VL-3B-Instruct,batch1,347
de34,-354.7513427734375,-317.74151611328125,-296.92449951171875,-8.250031471252441,-7.943538188934326,-7.423112392425537,3827.746337890625,2817.31103515625,1674.236328125,-67.21281090418849,-63.390613181009506,-59.237541013688954,Qwen2.5-VL-3B-Instruct,batch1,347
de35,-384.0892333984375,-357.9796142578125,-364.92877197265625,-9.368029594421387,-9.420516014099121,-9.603388786315918,11708.0224609375,12338.947265625,14814.9013671875,-75.2916593016845,-74.06355116641801,-75.50128470620045,Qwen2.5-VL-3B-Instruct,batch1,347
de36,-318.7593688964844,-301.498291015625,-308.4841003417969,-8.388404846191406,-8.614236831665039,-8.813831329345703,4395.80029296875,5509.54248046875,6726.64208984375,-65.94914874408845,-66.09336475972871,-67.62476861074644,Qwen2.5-VL-3B-Instruct,batch1,347
de37,-355.38201904296875,-329.7010498046875,-319.2429504394531,-9.60491943359375,-9.697090148925781,-9.389498710632324,14837.5947265625,16270.1943359375,11962.1015625,-74.92332083098533,-73.75469046126324,-71.41519569182611,Qwen2.5-VL-3B-Instruct,batch1,347
de38,-299.66461181640625,-276.666259765625,-283.9173583984375,-8.099043846130371,-8.137243270874023,-8.350510597229004,3291.31982421875,3419.478271484375,4232.3408203125,-63.17671308547172,-61.890716945478786,-63.51280014929021,Qwen2.5-VL-3B-Instruct,batch1,347
de39,-346.4630126953125,-329.25299072265625,-339.3389892578125,-9.117447853088379,-9.407228469848633,-9.695399284362793,9112.9150390625,12176.078125,16242.70703125,-71.68084451186205,-72.17764963363032,-74.38866574886138,Qwen2.5-VL-3B-Instruct,batch1,347
de40,-384.16668701171875,-316.0872802734375,-385.1598205566406,-9.604166984558105,-8.542900085449219,-10.409725189208984,14826.4345703125,5130.20068359375,33180.75,-76.64268160886988,-66.63901784985059,-81.20121801458056,Qwen2.5-VL-3B-Instruct,batch1,347
de41,-391.51043701171875,-382.16998291015625,-415.73138427734375,-9.104893684387207,-9.55424976348877,-10.393284797668457,8999.224609375,14104.5078125,32639.70703125,-74.17735691754847,-76.24433172092523,-82.93995600667799,Qwen2.5-VL-3B-Instruct,batch1,347
de42,-394.71142578125,-358.6427001953125,-326.192138671875,-9.627107620239258,-9.437965393066406,-8.584003448486328,15170.494140625,12556.1435546875,5345.462890625,-77.37389025319371,-74.20073914389987,-67.48693833501021,Qwen2.5-VL-3B-Instruct,batch1,347
de43,-398.4135437011719,-393.798583984375,-412.039306640625,-8.476883888244629,-8.949968338012695,-9.364529609680176,4802.46142578125,7707.64794921875,11667.1171875,-70.80312377794542,-73.3902363721023,-76.78966694850392,Qwen2.5-VL-3B-Instruct,batch1,347
de44,-410.98175048828125,-314.4026794433594,-309.1861267089844,-9.132927894592285,-7.485778331756592,-7.361574649810791,9255.080078125,1782.5111083984375,1574.313720703125,-75.36462359669733,-60.57995585758636,-59.57481641368369,Qwen2.5-VL-3B-Instruct,batch1,347
de45,-411.88616943359375,-302.6159973144531,-375.03271484375,-9.153026580810547,-7.205142974853516,-8.929350852966309,9442.9775390625,1346.337158203125,7550.3623046875,-75.53047328054878,-58.308866169862576,-72.26231452801004,Qwen2.5-VL-3B-Instruct,batch1,347
fr46,-333.66796875,-343.63665771484375,-340.27349853515625,-8.341699600219727,-9.287477493286133,-9.19658088684082,4195.2138671875,10801.90234375,9863.34765625,-66.56799966417832,-72.44710811365998,-71.73807096286667,Qwen2.5-VL-3B-Instruct,batch1,347
fr47,-447.27996826171875,-377.57647705078125,-389.24810791015625,-9.723477363586426,-8.780848503112793,-9.052281379699707,16705.234375,6508.39697265625,8537.994140625,-80.73173906854923,-71.53736517381277,-73.74872570528136,Qwen2.5-VL-3B-Instruct,batch1,347
fr48,-390.5343017578125,-371.0413818359375,-315.9982604980469,-8.678540229797363,-8.834319114685059,-7.523768424987793,5875.4638671875,6865.8779296875,1851.5316162109375,-71.61503063970181,-71.49325372402993,-60.88739671665062,Qwen2.5-VL-3B-Instruct,batch1,347
fr49,-349.95489501953125,-306.7616882324219,-351.5885314941406,-8.53548526763916,-8.072675704956055,-9.25232982635498,5092.30224609375,3205.667724609375,10428.8349609375,-68.60042520232358,-63.46691009040583,-72.74127954417104,Qwen2.5-VL-3B-Instruct,batch1,347
fr50,-346.36187744140625,-257.1971435546875,-317.8057556152344,-7.871860980987549,-6.273100852966309,-7.751359462738037,2622.44140625,530.1185913085938,2324.730712890625,-64.54969898195093,-50.41744996220128,-62.298342664228336,Qwen2.5-VL-3B-Instruct,batch1,347
fr51,-429.6160888671875,-415.00494384765625,-435.4282531738281,-7.160268306732178,-7.280788421630859,-7.639092445373535,1287.2562255859375,1452.1324462890625,2077.857177734375,-63.866166969360705,-64.07091394848085,-67.22398504746207,Qwen2.5-VL-3B-Instruct,batch1,347
fr52,-395.8408203125,-409.91802978515625,-443.3816833496094,-7.068586349487305,-7.734302520751953,-8.365692138671875,1174.486572265625,2285.4140625,4297.0849609375,-61.91241008237047,-66.75374357993381,-72.20318465589727,Qwen2.5-VL-3B-Instruct,batch1,347
fr53,-405.57733154296875,-363.7139892578125,-411.9851989746094,-8.629304885864258,-8.266227722167969,-9.363300323486328,5593.189453125,3890.24609375,11652.7841796875,-72.0762194477606,-67.78352368207157,-76.7795831783739,Qwen2.5-VL-3B-Instruct,batch1,347
fr54,-365.39013671875,-338.9484558105469,-338.4532470703125,-9.368977546691895,-9.415234565734863,-9.40147876739502,11719.126953125,12273.951171875,12106.26953125,-74.21909920386524,-72.8496676183572,-72.74323316937436,Qwen2.5-VL-3B-Instruct,batch1,347
fr55,-304.8894958496094,-252.55873107910156,-248.39512634277344,-7.259274005889893,-6.475864887237549,-6.369105815887451,1421.224365234375,649.2805786132812,583.5358276367188,-58.74692999662734,-51.30045842258303,-50.45473501103654,Qwen2.5-VL-3B-Instruct,batch1,347
fr56,-349.9383544921875,-335.669677734375,-363.3561706542969,-8.138101577758789,-8.391741752624512,-9.083904266357422,3422.414794921875,4410.4931640625,8812.3046875,-66.30092014514962,-66.96734804484201,-72.49090626441006,Qwen2.5-VL-3B-Instruct,batch1,347
fr57,-387.0826416015625,-338.9530029296875,-381.75994873046875,-7.303446292877197,-6.779059886932373,-7.635198593139648,1485.4102783203125,879.2417602539062,2069.781982421875,-63.03507902605996,-57.5930839707478,-64.86661157701322,Qwen2.5-VL-3B-Instruct,batch1,347
fr58,-353.58837890625,-300.03753662109375,-355.0670471191406,-8.036099433898926,-7.317988395690918,-8.660171508789062,3090.534912109375,1507.169189453125,5768.5244140625,-65.89646525338392,-58.815301291087884,-69.60254236863034,Qwen2.5-VL-3B-Instruct,batch1,347
fr59,-367.4068298339844,-373.97528076171875,-420.5103759765625,-7.2040557861328125,-7.791152000427246,-8.76063346862793,1344.8741455078125,2419.102783203125,6378.15087890625,-61.534376433248994,-65.45505641692549,-73.59986555096917,Qwen2.5-VL-3B-Instruct,batch1,347
fr60,-511.56982421875,-504.13043212890625,-544.6995849609375,-9.135175704956055,-9.511895179748535,-10.277350425720215,9275.9072265625,13519.5927734375,29066.755859375,-80.01327583596174,-82.09590979643426,-88.70245702936259,Qwen2.5-VL-3B-Instruct,batch1,347
