,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
de47,-413.83648681640625,-413.163330078125,-416.862060546875,-8.805031776428223,-9.39007568359375,-9.474138259887695,6667.7099609375,11969.0048828125,13018.6513671875,-73.5439757586883,-76.99914547158866,-77.68845903039269,Qwen2.5-VL-3B-Instruct,batch2,415
de48,-366.01434326171875,-376.309326171875,-347.59808349609375,-9.150359153747559,-10.170522689819336,-9.394542694091797,9417.822265625,26121.7265625,12022.5908203125,-73.02122157726757,-79.33531486031193,-73.28227466360534,Qwen2.5-VL-3B-Instruct,batch2,415
de49,-317.61273193359375,-264.6646728515625,-310.87042236328125,-8.822575569152832,-8.0201416015625,-9.420315742492676,6785.7197265625,3041.608154296875,12336.4775390625,-68.26401346891966,-60.44913616266008,-71.00248132065992,Qwen2.5-VL-3B-Instruct,batch2,415
de50,-342.5799255371094,-285.68939208984375,-338.215576171875,-8.156664848327637,-7.325369358062744,-8.672194480895996,3486.5390625,1518.3345947265625,5838.29736328125,-66.0092235965569,-58.03005391283734,-68.69932403105483,Qwen2.5-VL-3B-Instruct,batch2,415
de51,-458.2745361328125,-438.8443603515625,-483.05322265625,-8.332263946533203,-8.439314842224121,-9.289484977722168,4155.8154296875,4625.384765625,10823.6083984375,-72.6316192595169,-72.46555743374336,-79.76568508686924,Qwen2.5-VL-3B-Instruct,batch2,415
de52,-372.8621826171875,-388.2897644042969,-441.376220703125,-6.904855251312256,-7.613524913787842,-8.654436111450195,997.1041870117188,2025.4049072265625,5735.5341796875,-59.89460821865123,-65.0319117334533,-73.92298756586331,Qwen2.5-VL-3B-Instruct,batch2,415
de53,-398.14031982421875,-287.0276794433594,-370.6403503417969,-9.048644065856934,-7.000674724578857,-9.040008544921875,8506.9951171875,1097.373291015625,8433.849609375,-74.19938356691294,-56.26502482141807,-72.65532213563235,Qwen2.5-VL-3B-Instruct,batch2,415
de54,-301.955810546875,-278.835205078125,-298.70452880859375,-9.436119079589844,-9.615007400512695,-10.300156593322754,12532.9833984375,14988.0341796875,29737.275390625,-70.45357126431867,-69.6122181592361,-74.57266674324593,Qwen2.5-VL-3B-Instruct,batch2,415
de55,-334.5115966796875,-268.67138671875,-289.29803466796875,-7.964561939239502,-6.889009952545166,-7.417898654937744,2877.16845703125,981.4293212890625,1665.530029296875,-64.4545962413051,-54.57330754241922,-58.76305180901018,Qwen2.5-VL-3B-Instruct,batch2,415
de56,-318.5018310546875,-302.2265625,-343.61419677734375,-8.381627082824707,-8.635045051574707,-9.817548751831055,4366.10693359375,5625.38720703125,18353.0078125,-65.89586591354862,-66.25301380018848,-75.32586127676994,Qwen2.5-VL-3B-Instruct,batch2,415
de57,-396.9351806640625,-345.37701416015625,-388.8085021972656,-7.489343166351318,-6.907540321350098,-7.776169776916504,1788.876708984375,999.7850341796875,2383.12939453125,-64.63953118088251,-58.68461764953973,-66.0642641370342,Qwen2.5-VL-3B-Instruct,batch2,415
de58,-362.14031982421875,-364.6124267578125,-384.8560485839844,-9.053507804870605,-9.854390144348145,-10.401515007019043,8548.4716796875,19041.767578125,32909.4453125,-72.24833950575012,-76.86931911329128,-81.13717536822473,Qwen2.5-VL-3B-Instruct,batch2,415
de59,-371.756591796875,-378.4869384765625,-413.5640869140625,-8.261258125305176,-9.01159381866455,-9.84676456451416,3870.961181640625,8197.576171875,18897.115234375,-68.17162946304943,-72.92788364964886,-79.68664317331437,Qwen2.5-VL-3B-Instruct,batch2,415
de60,-405.74090576171875,-415.3426513671875,-439.67926025390625,-9.016465187072754,-9.889110565185547,-10.46855354309082,8237.607421875,19714.517578125,35191.27734375,-74.40357291822595,-80.02934176688534,-84.71858517502355,Qwen2.5-VL-3B-Instruct,batch2,415
fr61,-360.760986328125,-414.2991638183594,-494.001220703125,-6.3291401863098145,-7.672206878662109,-9.148170471191406,560.67431640625,2147.816162109375,9397.232421875,-55.69641146126533,-66.55082563761079,-79.35374235559506,Qwen2.5-VL-3B-Instruct,batch2,415
fr62,-428.4844970703125,-394.79620361328125,-447.44219970703125,-7.7906270027160645,-7.592235088348389,-8.604658126831055,2417.8330078125,1982.7401123046875,5457.02001953125,-67.91021624818622,-65.19196679351882,-73.88530274189928,Qwen2.5-VL-3B-Instruct,batch2,415
fr63,-342.32073974609375,-293.32916259765625,-291.25042724609375,-7.780016899108887,-7.154369354248047,-7.103668689727783,2392.315185546875,1279.6851806640625,1216.421630859375,-63.79657273230712,-57.50028236443921,-57.09279519672198,Qwen2.5-VL-3B-Instruct,batch2,415
fr64,-517.5299682617188,-378.74810791015625,-466.09625244140625,-9.241606712341309,-7.146190643310547,-8.794268608093262,10317.6025390625,1269.26171875,6596.3291015625,-80.9454861164653,-61.67782883341523,-75.90217423553885,Qwen2.5-VL-3B-Instruct,batch2,415
fr65,-339.208984375,-333.0224304199219,-339.30718994140625,-7.888580799102783,-8.325560569763184,-8.482680320739746,2666.65673828125,4128.05078125,4830.37939453125,-64.26808464079427,-66.43921236852978,-67.69304524701346,Qwen2.5-VL-3B-Instruct,batch2,415
fr66,-419.2036437988281,-341.6898193359375,-381.87091064453125,-8.733409881591797,-7.593107223510742,-8.4860200881958,6206.85693359375,1984.4700927734375,4846.5390625,-73.3711546365975,-62.65807323678406,-70.02636347979096,Qwen2.5-VL-3B-Instruct,batch2,415
fr67,-335.4114685058594,-339.2690734863281,-313.7015380859375,-7.800266742706299,-8.48172664642334,-7.842538356781006,2441.2529296875,4825.775390625,2546.660888671875,-63.54858992648895,-67.68544087258594,-62.58462255213675,Qwen2.5-VL-3B-Instruct,batch2,415
fr68,-373.447021484375,-382.4966735839844,-404.130126953125,-7.780146598815918,-8.499926567077637,-8.980669975280762,2392.62548828125,4914.408203125,7947.955078125,-65.36259779043318,-70.14111404556819,-74.108193041959,Qwen2.5-VL-3B-Instruct,batch2,415
fr69,-443.358154296875,-412.8004455566406,-459.6036071777344,-9.63822078704834,-9.60000991821289,-10.688455581665039,15340.0263671875,14764.927734375,43846.73828125,-80.02387177255645,-78.21105924913422,-87.07860017840365,Qwen2.5-VL-3B-Instruct,batch2,415
fr70,-346.6387023925781,-279.59716796875,-348.93463134765625,-7.878152370452881,-6.8194427490234375,-8.510600090026855,2638.9921875,915.4747314453125,4967.14306640625,-64.60128943815482,-54.80844783425949,-68.40042650904854,Qwen2.5-VL-3B-Instruct,batch2,415
fr71,-348.1887512207031,-328.146240234375,-378.3551940917969,-8.097413063049316,-8.203656196594238,-9.458880424499512,3285.956787109375,3654.286865234375,12821.521484375,-65.9694323122234,-65.46639430676024,-75.48326717604013,Qwen2.5-VL-3B-Instruct,batch2,415
fr72,-391.1822509765625,-377.1822509765625,-439.3861389160156,-8.149630546569824,-8.381828308105469,-9.76413631439209,3462.099609375,4366.98583984375,17398.44921875,-68.46670789261373,-69.16657087189617,-80.57333673251728,Qwen2.5-VL-3B-Instruct,batch2,415
fr73,-324.894287109375,-328.0907287597656,-358.8941345214844,-6.630495548248291,-7.132407188415527,-7.802046775817871,757.8576049804688,1251.886962890625,2445.6025390625,-56.020640160118845,-59.21869295417432,-64.77854962748415,Qwen2.5-VL-3B-Instruct,batch2,415
fr74,-383.6771240234375,-428.1434326171875,-392.3995361328125,-5.994955062866211,-7.018744468688965,-6.432778835296631,401.3986511230469,1117.3828125,621.8997192382812,-54.37604718221613,-62.874586014720286,-57.62545097539451,Qwen2.5-VL-3B-Instruct,batch2,415
fr75,-383.5534362792969,-375.8878173828125,-400.758056640625,-9.132225036621094,-9.63814926147461,-10.275847434997559,9248.5771484375,15338.9287109375,29023.1015625,-73.90411010479745,-76.35141840003519,-81.40313318159824,Qwen2.5-VL-3B-Instruct,batch2,415
