,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
or46,-164.64447021484375,-133.02713012695312,-149.22938537597656,-4.842484474182129,-4.157097816467285,-4.663418292999268,126.7839584350586,63.88584518432617,105.997802734375,-36.83125044353992,-31.038436967028186,-34.81881378031871,InternVL3-8B-hf,batch4,295
or47,-177.96139526367188,-157.1476287841797,-160.41561889648438,-5.561293601989746,-5.238254547119141,-5.347187519073486,260.1591796875,188.34109497070312,210.01681518554688,-41.52268446432268,-38.33314016280575,-39.13030346711296,InternVL3-8B-hf,batch4,295
or48,-181.52096557617188,-170.7104949951172,-182.4586181640625,-5.855515003204346,-5.886568546295166,-6.2916765213012695,349.1546630859375,360.1672668457031,540.0579833984375,-43.29181488531223,-42.61849294224418,-45.55145441233208,InternVL3-8B-hf,batch4,295
or49,-163.27096557617188,-137.71902465820312,-145.1436004638672,-5.831106185913086,-5.296885967254639,-5.582446575164795,340.7353820800781,199.71392822265625,265.7209167480469,-41.7463788045117,-37.019076770866384,-39.01481368828307,InternVL3-8B-hf,batch4,295
or50,-140.32765197753906,-107.62457275390625,-111.92501068115234,-4.252353191375732,-3.4717602729797363,-3.6104841232299805,70.27057647705078,32.193363189697266,36.98395538330078,-32.050689842290204,-25.667905996333822,-26.693538281184075,InternVL3-8B-hf,batch4,295
de1,-183.97682189941406,-170.96261596679688,-174.6291961669922,-6.132561206817627,-6.105807781219482,-6.236757278442383,460.6143798828125,448.45477294921875,511.1981506347656,-44.87760556834929,-43.713039255779115,-44.65053873962375,InternVL3-8B-hf,batch4,295
de2,-167.25047302246094,-151.6388397216797,-149.2603302001953,-5.0681962966918945,-4.891575336456299,-4.814849376678467,158.8874969482422,133.16319274902344,123.32823944091797,-38.1998341829109,-36.165081856066514,-35.59781959200674,InternVL3-8B-hf,batch4,295
de3,-154.33839416503906,-130.8203887939453,-141.296142578125,-5.512085914611816,-5.031553745269775,-5.434467315673828,247.6671905517578,153.17080688476562,229.17074584960938,-39.462430102967886,-35.16471328472474,-37.980611338982,InternVL3-8B-hf,batch4,295
de4,-167.2255859375,-150.1259765625,-154.09402465820312,-5.766399383544922,-5.560221195220947,-5.707186222076416,319.38568115234375,259.88031005859375,301.0228576660156,-41.74847278278843,-39.342038870228066,-40.38190622692829,InternVL3-8B-hf,batch4,295
de5,-183.82765197753906,-158.51620483398438,-167.74752807617188,-5.570535182952881,-5.1134257316589355,-5.411210536956787,262.5745849609375,166.23887634277344,223.9024658203125,-41.98604462441669,-37.805297995263174,-40.006921018139614,InternVL3-8B-hf,batch4,295
