,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
or11,-198.250732421875,-157.32003784179688,-176.65570068359375,-5.664306640625,-4.767273902893066,-5.353203296661377,288.387939453125,117.59822082519531,211.28402709960938,-43.459808437731084,-35.93173311024865,-40.34797840406088,InternVL3-8B-hf,batch1,345
or12,-187.9544219970703,-150.1798095703125,-163.0358123779297,-5.528071403503418,-4.693119049072266,-5.094869136810303,251.65809631347656,109.19322967529297,163.1824951171875,-42.04572664670501,-35.04057066118716,-38.040186096109,InternVL3-8B-hf,batch1,345
or13,-169.05532836914062,-145.89340209960938,-156.17413330078125,-4.8301520347595215,-4.4210124015808105,-4.732549667358398,125.22999572753906,83.18045043945312,113.58480072021484,-37.0596975685619,-33.32190138462199,-35.67000970423854,InternVL3-8B-hf,batch1,345
or14,-162.35720825195312,-128.39620971679688,-148.77020263671875,-5.073662757873535,-4.279873847961426,-4.9590067863464355,159.75840759277344,72.2313232421875,142.45223999023438,-37.88185139122896,-31.319784724250734,-36.28962825493468,InternVL3-8B-hf,batch1,345
or15,-202.0346221923828,-164.16494750976562,-188.74444580078125,-5.180375099182129,-4.436890602111816,-5.10120153427124,177.7494659423828,84.51175689697266,164.21910095214844,-41.03785559667089,-34.61003194421293,-39.79199821611865,InternVL3-8B-hf,batch1,345
cs16,-169.2813720703125,-144.0708770751953,-153.81793212890625,-5.642712593078613,-5.145388603210449,-5.493497848510742,282.2272644042969,171.63816833496094,243.10606384277344,-41.29293335653962,-36.83715220189219,-39.32935435837917,InternVL3-8B-hf,batch1,345
cs17,-161.902099609375,-137.32723999023438,-142.09771728515625,-4.906124591827393,-4.429910659790039,-4.583796977996826,135.11477661132812,83.92391204833984,97.88536071777344,-36.978271254949945,-32.75183906992443,-33.8895733217824,InternVL3-8B-hf,batch1,345
cs18,-207.08480834960938,-183.74203491210938,-185.582763671875,-6.471400260925293,-6.124734878540039,-6.186092376708984,646.38818359375,457.0235595703125,485.9434814453125,-48.31787895186761,-44.82033380063389,-45.26934416175559,InternVL3-8B-hf,batch1,345
cs19,-166.3079833984375,-141.61944580078125,-154.18997192382812,-6.652318954467773,-6.15736722946167,-6.703911781311035,774.5784301757812,472.18328857421875,815.5899658203125,-45.8920115265247,-41.29690130322975,-44.96252627229932,InternVL3-8B-hf,batch1,345
cs20,-228.09841918945312,-198.87741088867188,-207.41012573242188,-6.164822101593018,-5.682211875915527,-5.926003456115723,475.71649169921875,293.5981140136719,374.6542053222656,-48.08878932027695,-43.597186624365406,-45.467697507392245,InternVL3-8B-hf,batch1,345
cs21,-215.44422912597656,-197.7601318359375,-197.42459106445312,-6.1555495262146,-5.99273157119751,-5.982563495635986,471.3257751464844,400.50714111328125,396.45538330078125,-47.22890459191289,-45.16820854138267,-45.09157137796736,InternVL3-8B-hf,batch1,345
cs22,-151.740234375,-142.65261840820312,-156.02455139160156,-5.058008193969727,-5.094736576080322,-5.572305679321289,157.2769317626953,163.16085815429688,263.0398864746094,-37.01411034729813,-36.47452089542506,-39.89355977783468,InternVL3-8B-hf,batch1,345
cs23,-180.941650390625,-154.6085205078125,-174.98345947265625,-6.959294319152832,-6.44202184677124,-7.290977478027344,1052.8902587890625,627.6746215820312,1467.00390625,-48.63738226059847,-43.83651558771383,-49.61346970769041,InternVL3-8B-hf,batch1,345
cs24,-208.83273315429688,-180.0963134765625,-190.5991668701172,-6.142139434814453,-5.628009796142578,-5.956223964691162,465.0474548339844,278.10809326171875,386.1492614746094,-46.71624067044681,-42.020812359867946,-44.47138129808888,InternVL3-8B-hf,batch1,345
cs25,-177.04800415039062,-150.99130249023438,-159.57020568847656,-6.105103492736816,-5.592270374298096,-5.910007476806641,448.1390380859375,268.34417724609375,368.70892333984375,-44.20067504073294,-39.56880632955692,-41.81699515614987,InternVL3-8B-hf,batch1,345
cs26,-161.6725616455078,-145.34713745117188,-147.2125244140625,-5.774020195007324,-5.590274810791016,-5.662020206451416,321.8289489746094,267.8092041015625,287.72930908203125,-41.337686568653076,-39.069524730402655,-39.5709434948617,InternVL3-8B-hf,batch1,345
cs27,-207.05508422851562,-172.20050048828125,-195.1562957763672,-7.394824981689453,-6.623096466064453,-7.506011486053467,1627.5400390625,752.2709350585938,1818.944091796875,-52.94143970485089,-46.28774828589082,-52.45829988698603,InternVL3-8B-hf,batch1,345
cs28,-222.5331268310547,-195.0849609375,-216.66513061523438,-5.705977916717529,-5.272566795349121,-5.855814456939697,300.6593322753906,194.91563415527344,349.2592468261719,-45.20157102416072,-41.12873565461201,-45.67836925933443,InternVL3-8B-hf,batch1,345
cs29,-217.85867309570312,-208.15475463867188,-206.9202423095703,-6.808083534240723,-6.938492298126221,-6.897341728210449,905.1344604492188,1031.21435546875,989.6405029296875,-50.831681373176586,-50.77534702147495,-50.47421149362583,InternVL3-8B-hf,batch1,345
cs30,-186.473388671875,-162.08514404296875,-160.7726287841797,-6.430116653442383,-6.003153324127197,-5.9545416831970215,620.246337890625,404.70294189453125,385.50018310546875,-46.55375640060076,-42.47606032770909,-42.132102356467854,InternVL3-8B-hf,batch1,345
de31,-207.60845947265625,-180.96412658691406,-207.53082275390625,-6.106131076812744,-5.6551289558410645,-6.48533821105957,448.59979248046875,285.7533264160156,655.4606323242188,-46.442368547556185,-42.22329408295032,-48.42194486654941,InternVL3-8B-hf,batch1,345
de32,-165.37835693359375,-159.07632446289062,-175.00746154785156,-6.125124454498291,-6.363052845001221,-7.000298500061035,457.2016296386719,580.0143432617188,1096.9605712890625,-43.33908025615543,-43.89646465953569,-48.29259713492076,InternVL3-8B-hf,batch1,345
de33,-178.94100952148438,-134.91648864746094,-163.55288696289062,-5.772290229797363,-4.652292728424072,-5.639754772186279,321.272705078125,104.8250503540039,281.3937072753906,-42.67650866116754,-33.68238970532331,-40.8315701908719,InternVL3-8B-hf,batch1,345
de34,-190.51498413085938,-160.99537658691406,-163.05007934570312,-5.9535932540893555,-5.366512775421143,-5.43500280380249,385.1347351074219,214.1149139404297,229.2935028076172,-44.45173943523225,-39.271724199831915,-39.77292940066721,InternVL3-8B-hf,batch1,345
de35,-197.83413696289062,-180.37307739257812,-196.39894104003906,-6.594471454620361,-6.441895961761475,-7.014248371124268,731.0424194335938,627.5955810546875,1112.3702392578125,-48.25783093171082,-46.11917855935682,-50.216794887743355,InternVL3-8B-hf,batch1,345
de36,-165.11212158203125,-141.5883331298828,-142.45138549804688,-6.115263938903809,-5.6635332107543945,-5.698055267333984,452.71551513671875,288.1650085449219,298.2867431640625,-43.26931057478759,-39.07072458723018,-39.308880377580245,InternVL3-8B-hf,batch1,345
de37,-189.08099365234375,-162.27493286132812,-165.9588623046875,-7.272346019744873,-6.761455535888672,-6.914952754974365,1439.9246826171875,863.898681640625,1007.2234497070312,-50.825249723483914,-46.01019142092736,-47.05470455602136,InternVL3-8B-hf,batch1,345
de38,-183.39425659179688,-167.03475952148438,-169.25045776367188,-7.053625583648682,-6.959781646728516,-7.052102565765381,1157.0460205078125,1053.403564453125,1155.2852783203125,-49.29664642163373,-47.35975621138929,-47.98797831850411,InternVL3-8B-hf,batch1,345
de39,-176.99673461914062,-153.57235717773438,-161.46890258789062,-6.555434703826904,-6.142894268035889,-6.458755970001221,703.0546875,465.39862060546875,638.2665405273438,-46.38379428220195,-42.37766727572724,-44.55668686082084,InternVL3-8B-hf,batch1,345
de40,-200.11415100097656,-160.7164306640625,-184.99710083007812,-6.900487899780273,-5.952460289001465,-6.851744651794434,992.7589721679688,384.69866943359375,945.529052734375,-49.95922208720821,-42.11737506758215,-48.480371607817055,InternVL3-8B-hf,batch1,345
de41,-210.1705322265625,-186.11929321289062,-188.65267944335938,-6.567829132080078,-6.203976631164551,-6.28842306137085,711.8228759765625,494.71240234375,538.3037719726562,-49.037852734366425,-45.40022021923326,-46.01819104202214,InternVL3-8B-hf,batch1,345
de42,-216.4580535888672,-198.76162719726562,-201.4940185546875,-7.215268611907959,-7.098629951477051,-7.1962151527404785,1360.0389404296875,1210.3077392578125,1334.3707275390625,-52.80077702594956,-50.82090469359699,-51.51954357434698,InternVL3-8B-hf,batch1,345
de43,-192.7316131591797,-173.3819580078125,-172.59426879882812,-5.353655815124512,-5.099469184875488,-5.0763020515441895,211.37965393066406,163.93487548828125,160.1806182861328,-41.42350766761968,-38.78584145245916,-38.60963402508599,InternVL3-8B-hf,batch1,345
de44,-218.0530242919922,-194.8212890625,-207.3582763671875,-6.413324356079102,-6.088165283203125,-6.479946136474609,609.9179077148438,440.6122741699219,651.935791015625,-48.778835615856586,-45.45650420805695,-48.3816856341436,InternVL3-8B-hf,batch1,345
de45,-205.22055053710938,-193.8546142578125,-186.8393096923828,-6.035898685455322,-6.057956695556641,-5.838728427886963,418.1744384765625,427.5010070800781,343.34246826171875,-45.90818922208763,-45.23095566796386,-43.59411596202724,InternVL3-8B-hf,batch1,345
fr46,-187.97415161132812,-148.78009033203125,-166.08209228515625,-6.48186731338501,-5.510373592376709,-6.151188850402832,653.1895141601562,247.24349975585938,469.27496337890625,-46.92842730027154,-38.989335696490755,-43.52350126169672,InternVL3-8B-hf,batch1,345
fr47,-237.4658203125,-229.55308532714844,-228.59327697753906,-6.784737586975098,-6.9561543464660645,-6.927069187164307,884.2479858398438,1049.5894775390625,1019.5015869140625,-52.05639815407404,-52.42968607027525,-52.210466840936945,InternVL3-8B-hf,batch1,345
fr48,-203.62188720703125,-182.58316040039062,-188.47677612304688,-5.988879203796387,-5.705723762512207,-5.889899253845215,398.96722412109375,300.58294677734375,361.3688659667969,-45.55056549255588,-42.601053709269564,-43.976176362377814,InternVL3-8B-hf,batch1,345
fr49,-187.86656188964844,-167.96084594726562,-164.07522583007812,-6.262218952178955,-5.998601913452148,-5.859829902648926,524.3812255859375,402.86517333984375,350.66448974609375,-45.82643279149054,-42.94552356260515,-41.9520182646478,InternVL3-8B-hf,batch1,345
fr50,-186.07388305664062,-164.36587524414062,-169.89117431640625,-5.6386027336120605,-5.302124977111816,-5.480360507965088,281.0697021484375,200.7629852294922,239.93319702148438,-42.49908146794572,-39.20041424386149,-40.51816959990677,InternVL3-8B-hf,batch1,345
fr51,-209.44137573242188,-202.5359649658203,-202.316162109375,-4.274313926696777,-4.3092756271362305,-4.304599285125732,71.83084106445312,74.38658905029297,74.03954315185547,-36.11340799167807,-35.99320159586837,-35.95413984935476,InternVL3-8B-hf,batch1,345
fr52,-196.80238342285156,-159.94171142578125,-179.109375,-4.373386383056641,-3.7195746898651123,-4.165334224700928,79.31175994873047,41.246849060058594,64.41421508789062,-36.089041744492334,-30.303287710510254,-33.93488086310291,InternVL3-8B-hf,batch1,345
fr53,-217.4411163330078,-182.1032257080078,-212.79949951171875,-6.0400309562683105,-5.3559770584106445,-6.258808612823486,419.90606689453125,211.87088012695312,522.595947265625,-46.73428298572369,-40.736803998798536,-47.603613109803966,InternVL3-8B-hf,batch1,345
fr54,-185.54058837890625,-170.77581787109375,-173.51519775390625,-6.626450061798096,-6.568300724029541,-6.673661708831787,754.7979736328125,712.1586303710938,791.2877807617188,-47.4404475942428,-45.90479149897865,-46.64114084822859,InternVL3-8B-hf,batch1,345
fr55,-162.93365478515625,-144.26055908203125,-146.41299438476562,-5.255924224853516,-4.974502086639404,-5.0487236976623535,191.69857788085938,144.6767578125,155.82345581054688,-38.85883704483932,-36.015170709086185,-36.55253397290219,InternVL3-8B-hf,batch1,345
fr56,-170.1673583984375,-151.7029571533203,-158.33908081054688,-5.317729949951172,-5.056765556335449,-5.277969837188721,203.92044067382812,157.0816192626953,195.97161865234375,-39.704147736292825,-37.0050172863682,-38.62377195838134,InternVL3-8B-hf,batch1,345
fr57,-207.4517822265625,-185.57379150390625,-192.8321990966797,-4.939328193664551,-4.639344692230225,-4.820805072784424,139.6763916015625,103.47651672363281,124.06493377685547,-39.972368658285674,-37.022660990776714,-38.47074027752489,InternVL3-8B-hf,batch1,345
fr58,-171.62533569335938,-148.35101318359375,-163.76168823242188,-5.200767993927002,-4.785516262054443,-5.282634735107422,181.41151428222656,119.76317596435547,196.88795471191406,-39.19904826931222,-35.38095216939346,-39.056318755032336,InternVL3-8B-hf,batch1,345
fr59,-221.56704711914062,-191.67578125,-210.75869750976562,-5.5391764640808105,-5.0440993309021,-5.546281337738037,254.46835327148438,155.1045379638672,256.2827453613281,-44.20344923570053,-39.65641747898136,-43.60454326189744,InternVL3-8B-hf,batch1,345
fr60,-261.8746643066406,-236.45263671875,-237.78700256347656,-5.819437026977539,-5.498898506164551,-5.529930114746094,336.78240966796875,244.4225616455078,252.1262969970703,-48.02180505955141,-44.79939733370927,-45.052212385788984,InternVL3-8B-hf,batch1,345
