,n_logprob,r_logprob,i_logprob,n_logprob_norm,r_logprob_norm,i_logprob_norm,n_perp,r_perp,i_perp,n_penlp,r_penlp,i_penlp,model,batch,seed
fr2,-347.54241943359375,-318.4859619140625,-345.2357177734375,-7.723165035247803,-7.582999229431152,-8.219898223876953,2260.1015625,1964.51220703125,3714.124267578125,-63.731305814381045,-61.366733731958185,-66.52094880426989,Qwen2.5-VL-3B-Instruct,batch3,226
fr3,-332.27471923828125,-312.3287353515625,-337.59149169921875,-8.519865036010742,-8.675798416137695,-9.377541542053223,5013.376953125,5859.37646484375,11819.9208984375,-67.4926000234778,-67.12833225220784,-72.55801741967464,Qwen2.5-VL-3B-Instruct,batch3,226
fr4,-383.2763366699219,-353.30047607421875,-393.31903076171875,-9.3482027053833,-9.297381401062012,-10.35050106048584,11478.1748046875,10909.4140625,31272.70703125,-75.13231001977594,-73.09546925205025,-81.3750364526819,Qwen2.5-VL-3B-Instruct,batch3,226
fr5,-378.4122619628906,-304.56793212890625,-352.1120300292969,-8.600278854370117,-7.428485870361328,-8.58809757232666,5433.17431640625,1683.2569580078125,5367.392578125,-70.52276590375031,-59.703378762195385,-69.02328077884147,Qwen2.5-VL-3B-Instruct,batch3,226
fr6,-466.1171569824219,-449.51470947265625,-514.3280029296875,-8.177494049072266,-8.324346542358398,-9.524592399597168,3559.922607421875,4123.04248046875,13692.34765625,-71.96191924377229,-72.20766456765494,-82.61892910438303,Qwen2.5-VL-3B-Instruct,batch3,226
fr7,-316.1158142089844,-292.29437255859375,-285.2362365722656,-8.543670654296875,-8.596893310546875,-8.389301300048828,5134.15576171875,5414.8115234375,4399.74267578125,-66.64503350931841,-65.3867525881373,-63.80783545938228,Qwen2.5-VL-3B-Instruct,batch3,226
fr8,-281.0486145019531,-277.0501403808594,-293.0016784667969,-7.206374645233154,-7.695837497711182,-8.138936042785645,1347.9964599609375,2199.1748046875,3425.271484375,-57.08740577440702,-59.54595837322821,-62.97439779415197,Qwen2.5-VL-3B-Instruct,batch3,226
fr9,-394.6590270996094,-373.05230712890625,-398.5062561035156,-8.579544067382812,-8.67563533782959,-9.267587661743164,5321.6787109375,5858.4208984375,10589.1767578125,-71.23392921144617,-70.68019526127603,-75.50281677926675,Qwen2.5-VL-3B-Instruct,batch3,226
fr10,-291.26239013671875,-274.07794189453125,-271.91082763671875,-6.331791400909424,-6.373905658721924,-6.323507785797119,562.1627197265625,586.3434448242188,557.5252075195312,-52.57136681614289,-51.928059630576904,-51.51746825781599,Qwen2.5-VL-3B-Instruct,batch3,226
fr11,-467.7743225097656,-417.5562744140625,-476.39617919921875,-10.169007301330566,-9.710611343383789,-11.078980445861816,26082.171875,16491.681640625,64794.7890625,-84.4308648442057,-79.11212032246954,-90.260197629314,Qwen2.5-VL-3B-Instruct,batch3,226
fr12,-436.9918518066406,-334.7022705078125,-384.9114685058594,-8.739836692810059,-7.12132453918457,-8.189605712890625,6246.87548828125,1238.0892333984375,3603.30126953125,-74.25132156404948,-59.48082504268118,-68.40363431171916,Qwen2.5-VL-3B-Instruct,batch3,226
fr13,-375.4715576171875,-350.20941162109375,-384.231689453125,-8.53344440460205,-8.541692733764648,-9.371503829956055,5081.92041015625,5124.0107421875,11748.7705078125,-69.9747218126619,-68.65031719508242,-75.31958446022146,Qwen2.5-VL-3B-Instruct,batch3,226
fr14,-331.64361572265625,-274.0810852050781,-393.4168701171875,-7.369858264923096,-6.525740146636963,-9.36706829071045,1587.4088134765625,682.4847412109375,11696.7734375,-60.81582999121127,-52.81068237878752,-75.8046231270196,Qwen2.5-VL-3B-Instruct,batch3,226
fr15,-449.88177490234375,-471.08416748046875,-548.2294921875,-8.651573181152344,-9.613962173461914,-11.188356399536133,5719.13671875,14972.3759765625,72283.8828125,-74.28814528108157,-81.22776447179638,-94.529723437893,Qwen2.5-VL-3B-Instruct,batch3,226
cs51,-429.9888916015625,-389.30804443359375,-440.9545593261719,-8.269017219543457,-7.945062160491943,-8.999072074890137,3901.113037109375,2821.60791015625,8095.568359375,-71.00327026024121,-67.12732951599072,-76.03259790979085,Qwen2.5-VL-3B-Instruct,batch3,226
cs52,-414.22052001953125,-415.1103820800781,-457.4342956542969,-7.396795272827148,-7.832271575927734,-8.63083553314209,1630.75,2520.648681640625,5601.7568359375,-64.78713003811984,-67.59930032173793,-74.49160431605954,Qwen2.5-VL-3B-Instruct,batch3,226
cs53,-426.5335693359375,-373.3955078125,-416.1309814453125,-9.07518196105957,-8.486261367797852,-9.45752239227295,8735.775390625,4847.70849609375,12804.12109375,-75.80040784906785,-69.58781898445794,-77.55221154182249,Qwen2.5-VL-3B-Instruct,batch3,226
cs54,-376.7300720214844,-372.7286682128906,-384.1222839355469,-9.18853759765625,-9.808649063110352,-10.108481407165527,9784.3310546875,18190.396484375,24550.349609375,-73.84906882280771,-77.115030269559,-79.47229198904263,Qwen2.5-VL-3B-Instruct,batch3,226
cs55,-316.9189453125,-253.9710235595703,-249.05206298828125,-7.9229736328125,-6.864081859588623,-6.731136798858643,2759.966064453125,957.2665405273438,838.0994873046875,-63.22650724960919,-53.54337434170165,-52.50633577112305,Qwen2.5-VL-3B-Instruct,batch3,226
cs56,-342.35589599609375,-338.2874755859375,-338.74285888671875,-8.558897972106934,-9.142905235290527,-9.15521240234375,5212.93310546875,9347.8828125,9463.640625,-68.30127343380916,-71.31936819618555,-71.41537426097574,Qwen2.5-VL-3B-Instruct,batch3,226
cs57,-397.19195556640625,-337.3599853515625,-381.7236328125,-7.638307094573975,-6.884897708892822,-7.79027795791626,2076.225830078125,977.4016723632812,2416.9892578125,-65.5875728817846,-58.17006667599698,-65.81957000433,Qwen2.5-VL-3B-Instruct,batch3,226
cs58,-372.08416748046875,-321.33099365234375,-369.6357727050781,-8.456459045410156,-7.837340831756592,-9.015506744384766,4705.3671875,2533.458984375,8229.7158203125,-69.34343116579615,-62.98938265745835,-72.45839832056811,Qwen2.5-VL-3B-Instruct,batch3,226
cs59,-389.98138427734375,-332.89434814453125,-358.38604736328125,-8.297475814819336,-7.5657806396484375,-8.145137786865234,4013.728271484375,1930.9755859375,3446.580322265625,-69.30462244223664,-62.03982414074255,-66.79058228786892,Qwen2.5-VL-3B-Instruct,batch3,226
cs60,-448.5376281738281,-473.42694091796875,-501.3269958496094,-9.153828620910645,-10.291890144348145,-10.898412704467773,9450.5537109375,29492.466796875,54090.44140625,-77.34012589067204,-85.45113346065783,-90.48695020758943,Qwen2.5-VL-3B-Instruct,batch3,226
de61,-365.54290771484375,-359.3146667480469,-428.26727294921875,-7.029671669006348,-7.33295202255249,-8.740148544311523,1129.65966796875,1529.891357421875,6248.82373046875,-60.36142415567729,-61.95565280398099,-73.84496355322736,Qwen2.5-VL-3B-Instruct,batch3,226
de62,-463.4314270019531,-438.677490234375,-497.1623229980469,-8.582063674926758,-8.601519584655762,-9.748281478881836,5335.10400390625,5439.91943359375,17124.7734375,-74.44317243883707,-73.4709962497765,-83.26620804957227,Qwen2.5-VL-3B-Instruct,batch3,226
de63,-328.9664001464844,-275.8780517578125,-304.0706787109375,-7.476509094238281,-6.728732585906982,-7.416357517242432,1766.06494140625,836.0868530273438,1662.9652099609375,-61.307792478471704,-54.079402585634156,-59.605903926462446,Qwen2.5-VL-3B-Instruct,batch3,226
de64,-538.1992797851562,-365.21539306640625,-482.86187744140625,-9.610701560974121,-6.890856742858887,-9.110601425170898,14923.63671875,983.2434692382812,9050.736328125,-84.17831816786685,-59.47407268955028,-78.63239869722915,Qwen2.5-VL-3B-Instruct,batch3,226
de65,-370.026123046875,-322.24456787109375,-331.2583923339844,-9.487849235534668,-8.951237678527832,-9.201622009277344,13198.37890625,7717.43798828125,9913.1953125,-75.16077412778284,-69.25952680649402,-71.19685416360355,Qwen2.5-VL-3B-Instruct,batch3,226
de66,-457.0509033203125,-409.0247497558594,-441.21923828125,-9.521894454956055,-9.089439392089844,-9.804872512817383,13655.4560546875,8861.2177734375,18121.830078125,-79.99537456407235,-75.00575456321297,-80.9094850980155,Qwen2.5-VL-3B-Instruct,batch3,226
de67,-354.7355041503906,-397.6775207519531,-363.0956115722656,-8.446084022521973,-10.196859359741211,-9.310144424438477,4656.80078125,26818.82421875,11049.5439453125,-68.35139325337961,-80.77740584047301,-73.75302863337316,Qwen2.5-VL-3B-Instruct,batch3,226
de68,-367.0007629394531,-381.76300048828125,-393.9328308105469,-7.645849227905273,-8.483622550964355,-8.75406265258789,2091.9443359375,4834.93310546875,6336.37890625,-64.23434082147917,-70.00657523299319,-72.23824289313512,Qwen2.5-VL-3B-Instruct,batch3,226
de69,-410.5931396484375,-413.9610595703125,-444.8406982421875,-8.92593765258789,-9.627001762390137,-10.345132827758789,7524.6357421875,15168.888671875,31105.279296875,-74.10995476112646,-78.43095448511504,-84.28155197296705,Qwen2.5-VL-3B-Instruct,batch3,226
de70,-314.6422424316406,-278.54150390625,-335.2101745605469,-7.491482257843018,-7.14208984375,-8.595132827758789,1792.7073974609375,1264.0673828125,5405.287109375,-60.62611549999426,-56.57815423387959,-68.08885818120538,Qwen2.5-VL-3B-Instruct,batch3,226
de71,-321.56201171875,-269.6322937011719,-330.1995849609375,-8.462158203125,-7.703779697418213,-9.434273719787598,4732.26025390625,2216.710693359375,12509.8759765625,-66.52899651139336,-59.10781609594695,-72.38515859847197,Qwen2.5-VL-3B-Instruct,batch3,226
de72,-408.26904296875,-390.63226318359375,-417.5574035644531,-9.278841972351074,-9.527615547180176,-10.184326171875,10709.0234375,13733.8046875,26484.796875,-76.08702211097186,-76.57426637979991,-81.8523067931398,Qwen2.5-VL-3B-Instruct,batch3,226
de73,-327.6319274902344,-314.83074951171875,-341.8476867675781,-7.122433185577393,-7.321645259857178,-7.949946403503418,1239.462646484375,1512.690673828125,2835.423095703125,-59.13588167934781,-59.649272835224686,-64.76802525710944,Qwen2.5-VL-3B-Instruct,batch3,226
de74,-328.48846435546875,-375.5816955566406,-352.94549560546875,-5.385056495666504,-6.475546360015869,-6.085267066955566,218.1224365234375,649.0737915039062,439.3371276855469,-48.239852893943876,-57.24703247202056,-53.79677041458101,Qwen2.5-VL-3B-Instruct,batch3,226
de75,-403.71966552734375,-406.19561767578125,-411.05499267578125,-8.971548080444336,-9.671324729919434,-9.787023544311523,7875.78466796875,15856.33984375,17801.244140625,-74.03292383397539,-78.26686665619509,-79.20318413134082,Qwen2.5-VL-3B-Instruct,batch3,226
